Name,HOMO Donor,LUMO Donor,HOMO Backbone,LUMO Backbone,HOMO Acceptor,LUMO Acceptor,HOMO Anchor,LUMO Anchor
2ed_36b_5ea,55.39,7.94,42.5,78.71,1.85,5.86,8.74,39.38
16ed_33b_11ea,38.98,41.69,41.36,1.67,17.92,52.44,6.93,20.66
2ed_38b_4ea,22.93,2.84,71.99,91.85,4.95,5.26,5.3,13.01
9ed_19b_13ea,72.04,9.07,10.34,16.81,14.82,73.5,5.2,10.23
9ed_5b_13ea,66.01,10.68,11.37,17.18,20.12,71.62,7.38,8.25
5ed_16b_4ea,49.48,13.06,27.79,69.49,22.01,17.31,8.04,8.1
20ed_33b_13ea,31.08,0.44,55.95,27.07,8.69,72.43,3.06,8.1
16ed_33b_13ea,35.8,0.79,56.02,27.43,7.97,71.76,2.77,8.03
1ed_33b_13ea,53.46,0.44,40.46,27.68,5.82,71.87,2.03,7.95
6ed_25b_13ea,43.04,0.14,50.97,24.56,4.25,75.16,1.45,7.81
17ed_33b_13ea,12.69,0.36,71.77,29.82,15.46,69.8,5.54,7.79
9ed_3b_13ea,70.29,1.43,21.59,25.16,5.4,73.38,1.81,7.77
5ed_3b_13ea,67.2,1.08,24.67,24.99,6.93,73.9,2.44,7.74
3ed_3b_13ea,16.53,0.97,55.23,25.02,27.98,73.95,10.59,7.74
2ed_3b_13ea,23.97,0.95,52.34,25.13,23.54,73.88,8.86,7.72
20ed_3b_13ea,30.2,0.83,46.92,25.11,18.83,73.95,6.99,7.71
9ed_33b_13ea,77.93,0.85,17.29,29.99,1.5,69.13,0.47,7.71
10ed_3b_13ea,37.98,0.98,43.14,25.12,16.13,73.82,5.94,7.68
9ed_4b_13ea,66.97,12.31,11.39,28,19.08,59.5,6.93,7.67
9ed_2b_13ea,66.92,3.45,19.11,21.35,11.4,75.15,3.92,7.66
5ed_2b_13ea,62.5,2.75,21.61,22.51,14.82,74.69,5.45,7.61
16ed_24b_13ea,36.13,0.56,46.26,25.75,16.94,73.28,6.34,7.57
21ed_24b_13ea,2.99,0.43,59.01,25.59,37.3,73.56,14.31,7.55
7ed_3b_13ea,24.22,1.15,53.41,24.59,21.76,74.2,8.04,7.51
10ed_2b_13ea,35.51,2.65,33.97,22.56,28,74.61,10.63,7.5
6ed_3b_13ea,33.66,1.14,49.98,23.99,15.57,74.83,5.47,7.5
21ed_8b_13ea,7.81,3.76,38.75,26.15,53.13,69.89,20.16,7.47
9ed_7b_13ea,61.99,10.93,12.05,15.86,23.65,73.05,8.79,7.45
9ed_13b_13ea,64.88,6.75,15.57,18.41,17.08,74.74,6.14,7.44
19ed_20b_13ea,12.62,6.36,29.89,29.65,56.96,62.96,21.8,7.43
2ed_2b_13ea,21.22,2.94,41.2,22.98,37.45,74.02,14.4,7.42
14ed_33b_13ea,93.65,0.62,0.64,31.87,0.05,67.44,0.02,7.41
6ed_24b_13ea,39.02,0.63,46.58,25.19,12.73,73.76,4.61,7.39
1ed_20b_13ea,37.57,9.1,24.76,26.14,37.32,63.99,13.7,7.37
14ed_1b_13ea,93.65,6.88,0.34,34.35,0.37,58.64,0.13,7.36
17ed_20b_13ea,24.98,8.16,26.53,30.01,48.11,60.86,18.22,7.35
9ed_17b_13ea,59.44,10.35,12.68,13.79,25.68,75.72,9.53,7.34
16ed_2b_13ea,28.94,3.27,38.22,23.12,32.69,73.55,12.5,7.34
6ed_32b_13ea,32.04,2.87,49.88,35.45,17.35,61.62,6.3,7.24
13ed_6b_13ea,43.64,4.2,29.01,22.93,27.18,72.7,10.23,7.23
20ed_8b_13ea,20.99,6.47,31.82,26.52,44.51,66.17,16.75,7.19
7ed_32b_13ea,18.85,2.25,58.24,36.5,22.5,61.2,8.23,7.08
10ed_1b_13ea,31.22,9.47,26.08,29.92,40.67,59.98,14.73,7.06
11ed_20b_13ea,53.03,15.8,17.49,28.17,27.83,55.18,9.99,7.05
10ed_8b_13ea,25.32,8.09,29.26,27.29,43.69,64,16.65,7.03
11ed_1b_13ea,56.12,15.76,16.51,31.89,25.6,52.22,9.01,7.02
20ed_20b_13ea,24.54,8.21,27.72,27.07,44.36,62.98,16.47,7.01
9ed_22b_13ea,65.63,14.03,11.83,29.32,20.03,56.35,7.39,7
6ed_2b_13ea,27.14,3.39,39.77,22.97,32.5,73.55,12.27,6.98
11ed_6b_13ea,57.26,4.93,22.66,21.72,18.28,73.12,6.69,6.98
21ed_31b_13ea,5.75,1.07,64.83,39.33,29.2,59.56,10.75,6.97
11ed_11b_13ea,60.88,10.43,13.52,17.85,23.47,71.29,8.63,6.94
10ed_20b_13ea,30.07,8.8,27.13,26.25,40.53,63.6,14.63,6.93
9ed_20b_13ea,48.8,16.29,18.85,28.19,30.58,54.54,10.96,6.92
13ed_10b_13ea,38.72,4.49,31.33,21.62,29.8,73.71,11.18,6.9
9ed_1b_13ea,49.05,18.01,17.93,31.72,31.3,50,11.42,6.88
11ed_10b_13ea,54.67,5.21,23.43,21.6,20.24,72.99,7.41,6.87
14ed_9b_13ea,93.68,5.09,0.33,25.24,0.34,69.5,0.11,6.86
2ed_31b_13ea,20.6,2.68,57.48,40.13,21.79,57.16,7.98,6.86
3ed_31b_13ea,13.93,2.35,61.24,40.19,24.67,57.41,9.09,6.85
16ed_31b_13ea,28.35,2.94,52.62,39.94,18.87,57.08,6.85,6.84
21ed_9b_13ea,5.39,3.24,37.85,26.49,56.56,70.09,21.12,6.81
9ed_6b_13ea,51.92,5.19,25.27,22.2,20.98,72.34,7.6,6.81
19ed_9b_13ea,7.99,6.11,33.42,28.46,58.4,65.25,22.83,6.8
1ed_9b_13ea,24.17,6.52,32.63,25.52,43,67.78,15.71,6.79
20ed_1b_13ea,22.41,9.5,24.82,35,49.91,54.28,19.18,6.79
1ed_10b_13ea,28.38,3.37,35.78,21.73,35.67,74.72,13.54,6.78
5ed_6b_13ea,46.06,3.46,28.4,22.22,24.77,74.09,9.22,6.73
7ed_31b_13ea,17.2,2.72,59.32,39.94,23.11,57.27,8.47,6.73
13ed_20b_13ea,40.47,14.25,20.74,32.9,38.55,52.3,14.55,6.72
21ed_6b_13ea,8.48,2.54,44.42,22.56,46.76,74.59,18,6.71
9ed_10b_13ea,49.43,5.45,25.72,22.06,23.16,72.26,8.41,6.7
20ed_6b_13ea,19.68,2.93,38.85,23.46,38.94,73.09,15,6.69
13ed_9b_13ea,34.54,11.69,23.5,27.84,41.72,60.25,15.93,6.65
2ed_6b_13ea,16.71,2.87,42.7,22.74,40.46,74.15,15.47,6.64
5ed_10b_13ea,41.29,3.52,29.28,23.17,28.77,73.11,10.88,6.64
5ed_1b_13ea,41.7,11.38,20.4,35.25,37.33,53.27,14.04,6.64
10ed_6b_13ea,25.5,3.21,37.26,22.42,35.5,73.99,13.47,6.63
16ed_6b_13ea,23.12,3.04,40.29,22.68,36.43,74.04,13.86,6.63
7ed_33b_13ea,11.18,1.83,71.25,45.21,16.73,52.65,5.95,6.61
11ed_9b_13ea,46.08,13.54,18.94,27.67,33.48,58.5,12.59,6.6
21ed_10b_13ea,8.3,2.68,43.22,22.54,48.15,74.54,18.54,6.57
2ed_8b_13ea,15.9,7.65,33.83,28.75,50.18,63.44,18.97,6.56
20ed_10b_13ea,19.02,2.88,38.83,22.36,39.74,74.3,15.13,6.55
10ed_10b_13ea,23.98,3.38,37.41,22.35,36.99,73.93,14.04,6.5
6ed_13b_13ea,24.27,5.52,31.15,20.61,44.07,73.74,17.16,6.5
16ed_20b_13ea,25.65,8.39,28.63,26.53,45.36,64.26,16.39,6.47
5ed_9b_13ea,30.54,7.19,28.02,28.14,40.94,64.47,14.76,6.47
5ed_20b_13ea,37.69,11.65,20.61,30.58,41.03,56.72,15.74,6.46
2ed_10b_13ea,16.08,3.09,41.69,22.88,42.11,73.83,16.12,6.45
20ed_9b_13ea,16.02,6.27,32.84,28.45,49.22,64.55,17.99,6.42
6ed_31b_13ea,27.66,3.23,53.51,40.9,18.21,55.8,6.48,6.42
3ed_10b_13ea,12.07,3.05,41.81,22.65,45.87,73.99,17.66,6.38
10ed_9b_13ea,20.74,7.23,32.78,25.82,45.2,66.45,16.68,6.38
16ed_8b_13ea,19.24,8.59,32.14,29.44,48.53,61.79,18.34,6.37
9ed_9b_13ea,40.29,15.76,19.46,28.16,38.7,55.64,14.82,6.35
16ed_10b_13ea,20.32,3.72,38.85,24.19,40.69,71.89,15.71,6.31
6ed_33b_13ea,17.48,2.11,67.6,46.14,13.87,51.42,4.8,6.3
7ed_6b_13ea,15.55,3.51,41.12,23.29,42.9,72.83,16.49,6.23
3ed_8b_13ea,12.14,7.41,32.51,31.04,55.19,61.27,21.42,6.22
6ed_6b_13ea,21.65,3.64,40.35,23.86,37.49,72.19,14.23,6.19
7ed_10b_13ea,14.83,3.59,40.55,23.17,44.22,72.92,17,6.1
5ed_16b_5ea,50.81,11.12,28.97,76.99,19.34,10.95,9.59,6.06
11ed_16b_5ea,56.94,16.32,24.67,71.68,16.81,11.11,8.34,6.06
2ed_9b_13ea,14.19,8.88,33.53,28.8,52.2,62.2,19.17,6.06
9ed_16b_5ea,51.77,17.04,27.56,70.99,18.94,10.98,9.44,6.02
6ed_10b_13ea,20.13,3.9,39.44,23.95,39.98,71.91,15.2,5.99
2ed_1b_13ea,17.23,10.71,27.98,36.37,54.71,52.75,21.08,5.98
6ed_8b_13ea,18.24,8.95,31.03,30.02,50.37,60.78,19.2,5.96
7ed_8b_13ea,14.13,7.89,32.56,30.89,53.01,60.85,20.4,5.96
16ed_1b_13ea,22.48,11.59,26.18,36.07,51.24,52.18,19.74,5.9
2ed_20b_13ea,17.45,9.69,28.81,32.55,53.38,56.58,20.5,5.84
10ed_16b_5ea,36.95,10.19,36.06,77.86,24.33,10.38,12.07,5.78
16ed_9b_13ea,16.61,10.4,31.23,29.3,52.03,60.18,19.81,5.59
1ed_16b_4ea,43.81,12.19,31.2,70,24.84,17.76,8.81,5.59
14ed_29b_13ea,63.83,3.32,20.49,57.46,12.07,39.18,4.42,5.47
17ed_16b_12ea,26.48,10.37,29.49,67.19,43.9,22.37,12.75,5.46
6ed_9b_13ea,15.76,10.77,30.4,29.5,53.54,59.49,19.99,5.41
19ed_16b_12ea,14.06,8.52,33.45,68.51,52.2,22.77,14.81,5.4
5ed_29b_1ea,38.77,4.03,54.61,85.7,6.03,10.2,2.12,5.34
6ed_1b_13ea,19.59,12.39,25.88,36.84,54.15,50.47,21.09,5.31
14ed_16b_12ea,93.33,8.8,0.52,68.7,0.57,22.38,0.17,5.31
20ed_16b_4ea,29.64,10.55,36.52,71.24,30,16.86,10.77,5.29
21ed_29b_13ea,6.35,4.33,56.02,56.94,37.51,38.65,14.2,5.24
3ed_1b_13ea,12.39,10.25,27.25,39.83,60.34,49.89,23.39,5.21
10ed_16b_4ea,34.81,12.08,34.52,70.62,28.34,16.45,10.2,5.16
13ed_16b_5ea,48.25,15.1,30.52,73.5,20.84,10.22,10.41,5.15
6ed_20b_13ea,18.82,11.65,25.89,32.74,54.75,54.31,21.51,5.12
11ed_16b_4ea,56.68,18.82,23.03,64.94,18.68,16.1,6.63,5.11
3ed_20b_13ea,11.59,10.03,26.21,33.2,61.96,55.61,24.61,5.1
20ed_16b_12ea,21.6,11.22,29.89,69.56,45.74,17.79,14.65,5.08
9ed_16b_4ea,50.8,19.84,26.09,63.99,21.47,15.88,7.68,5.03
3ed_9b_13ea,10.1,10.02,28.97,32.41,60.74,57.19,23.85,5.01
1ed_16b_12ea,32.2,12.23,27.53,67.17,40.1,20.52,12.15,4.91
20ed_29b_13ea,10.81,4.23,52.47,59,35.28,36.22,13.17,4.91
13ed_16b_12ea,38.9,17.12,24.69,63.79,36.26,19.03,11.14,4.86
11ed_16b_12ea,46.69,18.8,21.69,62.38,30.37,18.66,9.51,4.85
7ed_20b_13ea,14.2,10.75,26.12,33.92,59.13,53.91,23.25,4.83
7ed_1b_13ea,14.5,11.46,26.13,40.15,59.11,48.18,23.04,4.82
2ed_16b_5ea,26.31,10.54,44.36,79.73,28.91,8.19,14.63,4.68
5ed_16b_12ea,37.74,13.4,25.38,66.97,36.33,19.5,11.31,4.67
7ed_9b_13ea,10.98,11.39,27.75,32.24,61.02,55.94,24.17,4.63
5ed_29b_13ea,20.82,5.31,48.84,60.75,30.06,33.89,11.01,4.63
13ed_16b_4ea,50.79,16.82,27.03,67.66,22.02,15.49,7.62,4.57
10ed_29b_13ea,14.46,5.35,50.6,61.39,33.98,32.91,12.47,4.51
10ed_16b_12ea,25.83,12.54,29.11,67.75,43.33,18.83,13.51,4.49
13ed_16b_1ea,59.46,16.53,27.02,69.48,13.33,13.95,4.34,4.48
7ed_29b_13ea,8.39,4.46,53.48,62.15,37.95,33.29,14.28,4.44
11ed_16b_9ea,59.39,17.06,24.07,72.72,14.39,9.67,6.65,4.4
16ed_29b_13ea,11.13,5.86,54.48,61.17,34.24,32.83,12.73,4.34
3ed_29b_13ea,6.98,3.74,56.05,64.15,36.92,32.08,13.81,4.34
9ed_16b_1ea,57.93,19.3,26.72,66.97,13.4,13.46,4.39,4.33
14ed_28b_12ea,90.47,3.28,3.16,80.96,0.97,15.72,0.31,4.33
2ed_29b_13ea,9.3,5.53,55.39,62.04,35.22,32.34,13.13,4.33
11ed_16b_1ea,63.77,18.32,22.98,68.12,11.34,13.43,3.69,4.31
17ed_36b_5ea,43.94,8.91,34.55,82.03,21.21,8.18,10.31,4.23
6ed_16b_5ea,31.8,12.43,40.82,77.67,26.54,8.76,13.09,4.22
19ed_36b_5ea,19.25,9.24,49.5,81.66,30.8,8.15,14.96,4.21
10ed_29b_4ea,21.28,4.37,64.95,81.29,12.3,14.06,4.06,4.2
5ed_29b_4ea,32.81,4.82,56.31,81.13,10.41,14,3.42,4.18
2ed_16b_4ea,24.25,12.66,42.24,72.67,33.4,14.33,11.95,4.17
16ed_16b_5ea,31.7,11.6,41.72,78.05,26.18,8.85,12.96,4.14
13ed_16b_9ea,47.1,15.01,27.65,70.24,24.94,14.6,6.94,4.11
21ed_28b_4ea,9.25,3.07,76.69,83.04,13.71,13.76,4.52,4.11
14ed_36b_5ea,93.86,8.63,0.32,82.48,0.14,7.88,0.07,4.09
13ed_36b_5ea,54.37,15,27.58,76.41,17.72,7.91,8.7,4.09
6ed_31b_4ea,35.15,3.83,57.85,82.32,6.19,13.74,1.81,4.08
16ed_29b_4ea,17.13,6.1,68.64,79.96,14.09,13.8,4.88,4.08
16ed_16b_4ea,29.01,13.85,39.36,71.67,31.5,14.11,11.34,4.08
1ed_29b_4ea,24.58,4.38,63.46,82.02,11.85,13.57,3.9,4.06
21ed_29b_4ea,9.31,3.13,75.81,83.13,14.52,13.57,4.99,4.05
9ed_29b_12ea,33.37,7.04,50.75,77.8,14.9,15.07,4.95,4.05
5ed_28b_4ea,39.03,4.54,51.48,82.19,8.87,13.22,3.05,4.02
6ed_29b_13ea,10.59,6.26,53.89,62.85,35.3,30.75,13.08,4.02
9ed_29b_4ea,40.08,6.56,49.76,79.98,8.9,13.37,2.91,4
16ed_28b_12ea,16.49,5.31,62.72,80.08,20.67,14.53,6.66,3.98
10ed_28b_4ea,22.67,4.45,64.42,82.22,11.36,13.05,3.73,3.9
10ed_29b_1ea,22.63,4.28,67.25,83.45,8.53,11.96,2.7,3.89
11ed_29b_4ea,41.89,6.42,48.44,80.55,8.61,12.98,2.81,3.89
17ed_28b_4ea,15.25,3.42,71.84,83.59,12.81,12.95,4.19,3.88
1ed_36b_5ea,52.32,11,29.48,80.68,17.88,7.49,8.72,3.88
9ed_36b_5ea,51.44,17.6,28.65,74.04,18.15,7.47,8.96,3.88
21ed_28b_1ea,9.48,3.3,80.89,84.66,9.27,11.9,2.88,3.86
21ed_28b_12ea,8.07,3.1,69.77,81.82,21.85,14.93,6.51,3.85
2ed_16b_13ea,12.5,15.72,27.1,56.96,60.35,27.1,23.98,3.81
3ed_29b_4ea,11.67,4.47,72.99,82.59,15.09,12.75,5.22,3.8
9ed_16b_9ea,47.29,17.32,26.62,66.85,24.55,15.5,6.46,3.77
7ed_29b_4ea,14.12,5.17,71.38,81.96,14.11,12.66,4.69,3.77
16ed_28b_4ea,22.14,4.63,66.56,82.69,11.15,12.59,3.66,3.76
9ed_16b_3ea,61.03,19.77,26.86,71.29,9.98,8.67,4.81,3.75
21ed_29b_12ea,8.73,3.92,68.29,81.38,22.74,14.55,7.24,3.72
2ed_28b_4ea,16.13,4.5,71.14,82.98,12.62,12.45,4.15,3.72
20ed_29b_4ea,16.69,3.83,68.06,83.29,13.03,12.39,4.47,3.7
6ed_28b_4ea,19.57,5.61,67.54,82.03,12.48,12.2,4.34,3.69
2ed_16b_12ea,17.02,13.3,33.01,70.94,49.89,15.43,15.77,3.69
21ed_29b_1ea,10.09,3.02,80.09,85.59,9.44,11.21,2.99,3.68
1ed_28b_12ea,22.59,4.43,58.99,81.39,18.27,14.13,5.4,3.67
5ed_36b_5ea,59.26,12.38,24.88,79.69,14.76,7.06,7.23,3.67
9ed_29b_1ea,41.97,6.82,50.55,81.83,6.16,11.25,1.94,3.65
19ed_29b_4ea,7.95,3.13,76.3,84.63,15.59,12.17,5.35,3.65
20ed_36b_5ea,34.03,10.9,37.76,80.36,23.43,7.01,11.45,3.64
11ed_28b_4ea,46.6,6.79,44.74,81,7.42,12.15,2.41,3.64
10ed_28b_1ea,24.28,4.51,66.58,84.04,7.44,11.15,2.35,3.63
10ed_4b_5ea,39.6,7.69,46.94,85.23,10.67,6.11,5,3.63
14ed_29b_4ea,75.95,3.34,16.72,84.56,3.01,12.04,1,3.62
3ed_28b_4ea,13.66,4.16,73.06,83.64,13.03,12.02,4.28,3.6
2ed_29b_1ea,15.64,4.87,74.82,84.05,9.39,10.98,2.98,3.57
7ed_28b_4ea,16.32,5.14,70.67,82.76,12.61,11.9,4.16,3.56
9ed_28b_12ea,39.33,7.18,46.57,79.03,12.86,13.67,3.83,3.56
7ed_29b_1ea,15.31,5.26,74.49,83.64,9.8,10.9,3.12,3.55
2ed_28b_12ea,15.18,4.35,65.4,81.79,19.29,13.74,5.75,3.55
16ed_16b_13ea,15.91,15.44,27.03,57.14,56.94,27.19,22.1,3.54
10ed_36b_5ea,40.25,12.52,35.14,79.28,21.6,6.81,10.57,3.53
11ed_29b_1ea,42.68,6.27,50.32,82.84,5.97,10.84,1.87,3.52
10ed_28b_12ea,18.53,4.68,59.99,82.22,20.22,12.81,6.51,3.52
6ed_16b_4ea,27.07,14.81,39.41,72.28,32.98,12.43,12,3.51
6ed_28b_1ea,21.94,5.24,69.87,83.77,7.69,10.82,2.4,3.51
13ed_28b_12ea,26.85,5.97,54.7,81.38,18.35,12.62,5.84,3.51
3ed_29b_1ea,12.65,4.25,77.06,84.78,10.01,10.77,3.18,3.5
14ed_29b_12ea,57.03,3.57,29.86,82.72,9.97,13.66,3.18,3.5
17ed_29b_4ea,14.03,4.09,72.14,84.27,13.78,11.62,4.59,3.5
16ed_36b_5ea,45.76,10.58,33.41,81.84,20.51,6.82,10.01,3.5
19ed_29b_12ea,6.74,3.19,68.28,83.22,24.8,13.51,7.87,3.48
17ed_29b_12ea,11.5,4.24,65.5,82.29,22.91,13.44,7.28,3.47
11ed_16b_6ea,66.83,16.13,23.19,76.67,8,7.08,3.72,3.45
9ed_16b_6ea,60.22,16.93,28.07,75.8,9.76,7.03,4.56,3.44
1ed_29b_12ea,19.57,4.59,60.69,82.04,19.62,13.34,6.28,3.43
3ed_28b_12ea,11.24,4.45,66.78,82.04,21.73,13.29,6.47,3.43
20ed_29b_12ea,14.58,3.95,63.36,82.12,20.09,13.42,6.47,3.42
5ed_29b_12ea,27.47,4.94,55.33,81.64,16.79,13.37,5.4,3.42
13ed_29b_4ea,28.91,5.81,60.22,82.81,10.76,11.35,3.56,3.42
2ed_28b_1ea,17.49,4.3,74.17,85.1,8.21,10.53,2.54,3.41
3ed_29b_12ea,9.65,3.68,67.22,82.93,23.07,13.37,7.61,3.41
10ed_29b_12ea,18.08,4.58,61.48,81.76,19.17,13.34,6.18,3.4
2ed_29b_4ea,14.27,5.09,72.23,83.53,13.36,11.29,4.47,3.39
6ed_28b_12ea,16.64,5.89,63.66,80.73,19.33,13.22,5.84,3.39
21ed_29b_5ea,10.07,3.49,76.74,89.44,12.84,6.47,6.42,3.38
6ed_29b_4ea,16.8,5.64,69.88,82.93,12.95,11.29,4.34,3.38
11ed_29b_12ea,35.23,6.8,49.3,80.14,14.6,13.01,4.67,3.36
9ed_16b_2ea,60.37,18.59,27.93,73.42,9.67,7.75,4.62,3.35
7ed_28b_12ea,13.61,5.43,65.26,81.33,20.77,13.01,6.24,3.35
7ed_28b_1ea,17.65,4.97,73.64,84.59,8.27,10.24,2.59,3.32
1ed_28b_5ea,24.31,3.64,65.28,89.64,10.18,6.38,5.06,3.31
16ed_16b_12ea,19.97,13.79,32.03,69.22,47.86,16.64,14.79,3.31
14ed_28b_4ea,90.77,3.01,3.36,85.81,0.51,11.11,0.16,3.31
7ed_16b_13ea,12.93,14.81,26.22,60.87,60.62,23.82,24.17,3.26
14ed_29b_1ea,68.73,3.41,24.49,86.58,2.92,9.97,0.92,3.25
9ed_16b_11ea,57.46,18.24,27.39,73.81,13.28,7.71,4.59,3.24
16ed_29b_12ea,14.96,5.6,64.43,81.44,20.39,12.75,6.57,3.24
11ed_16b_11ea,63.14,17.36,23.6,74.78,11.44,7.75,3.93,3.24
20ed_28b_4ea,18.02,3.84,67.59,84.81,12.06,10.89,3.97,3.24
6ed_29b_1ea,18.07,5.56,72.73,84.43,8.79,9.86,2.8,3.23
11ed_28b_5ea,39.6,5.99,51.6,87.41,7.82,6.26,3.89,3.23
9ed_36b_9ea,53.83,18.15,29.25,74.71,14.66,6.58,6.78,3.21
10ed_28b_5ea,20.78,4.1,67.08,89.2,10.61,6.14,5.29,3.2
19ed_28b_4ea,7.87,2.92,76.94,86.3,15.02,10.72,4.96,3.19
16ed_29b_1ea,18.91,5.16,72.44,84.94,8.44,9.7,2.67,3.17
1ed_28b_4ea,25.48,4.35,63.11,84.97,11.27,10.65,3.7,3.17
19ed_28b_12ea,6.55,2.9,67.98,84.95,25.3,12.07,7.47,3.14
11ed_30b_12ea,69.83,5.37,23.52,82.28,4.21,12.3,1.2,3.13
17ed_28b_12ea,11.29,3.81,65.41,84.17,23.2,11.97,6.86,3.12
6ed_29b_12ea,14.67,5.9,64.67,81.64,20.31,12.31,6.61,3.11
20ed_28b_12ea,15.56,3.94,62.53,83.58,19.85,11.98,5.99,3.1
5ed_28b_12ea,30.62,4.93,52.98,83.03,15.93,11.98,4.79,3.1
16ed_28b_5ea,20.82,3.87,68.71,89.79,10.23,5.93,5.09,3.08
13ed_29b_1ea,30.31,6.05,62.33,84.48,7.24,9.44,2.28,3.07
3ed_16b_5ea,17.95,10.59,45.12,83.83,36.39,4.43,18.65,3.06
21ed_28b_3ea,10.52,3.1,82.29,90.65,6.8,6.12,3.25,3.06
6ed_36b_5ea,39.52,12.23,36.39,80.95,22.94,5.95,11.24,3.06
20ed_28b_1ea,20.92,3.38,69.08,86.65,7.32,9.56,2.21,3.05
7ed_29b_12ea,11.62,4.09,66.17,83.82,21.92,11.98,7.11,3.04
3ed_28b_5ea,12.63,3.85,74.6,89.86,12.39,5.79,6.16,3.02
19ed_29b_1ea,8.72,3.03,80.99,87.56,10.12,9.34,3.2,3.02
6ed_16b_13ea,14.37,17.43,25.1,58.17,60.29,23.99,24.07,3.02
11ed_28b_12ea,40.39,7.04,45.47,81.35,13.1,11.55,3.92,3.02
17ed_29b_1ea,15.01,4.04,75.67,86.63,9.26,9.3,2.92,3.01
13ed_29b_12ea,24.06,5.82,56.43,82.95,19.41,11.21,6.11,3.01
5ed_28b_1ea,40.31,4.26,53.56,86.24,5.49,9.45,1.64,3
14ed_28b_1ea,91.34,2.94,2.91,87.56,0.29,9.45,0.09,3
5ed_29b_5ea,32.08,3.82,58.74,90.13,8.6,5.68,4.52,2.94
21ed_28b_5ea,8.58,2.86,78.18,91.18,12.82,5.58,6.37,2.93
6ed_16b_12ea,18.48,15.53,31.53,70.83,49.63,13.18,16.3,2.93
10ed_36b_9ea,42.4,12.67,35.76,80.23,18.16,6.01,8.36,2.93
10ed_28b_3ea,25.8,4.47,66.86,89.41,5.57,5.84,2.67,2.92
17ed_28b_3ea,17.16,3.88,76.45,90.21,6.3,5.88,3,2.92
19ed_28b_5ea,7.41,2.81,78.21,91.32,14.13,5.56,6.98,2.89
17ed_28b_5ea,11.59,3.75,75.07,90.43,13.18,5.56,6.51,2.89
13ed_30b_12ea,59.93,4.47,32.69,84.81,7.13,10.69,2.15,2.89
14ed_28b_5ea,32.9,3.1,55.77,91.1,9.68,5.52,4.79,2.88
16ed_28b_1ea,22.68,4.56,69.8,86.32,7.35,9.01,2.24,2.88
1ed_28b_1ea,26.43,3.96,66.19,86.92,7.23,9.07,2.17,2.88
10ed_29b_3ea,24.13,4.29,67.69,89.6,6.5,5.83,3.09,2.87
13ed_28b_5ea,26.55,5.59,63.07,88.65,10.21,5.5,5.06,2.86
