Name,HOMO Donor,LUMO Donor,HOMO Backbone,LUMO Backbone,HOMO Acceptor,LUMO Acceptor,HOMO Anchor,LUMO Anchor
2ed_30b_4ea,24.61,3.95,65.21,86.67,10.02,9.26,3.46,2.83
17ed_29b_5ea,12.2,4.05,74.48,90.12,13.14,5.41,6.55,2.82
20ed_28b_5ea,16.22,3.45,70.19,90.51,11.46,5.39,5.7,2.82
19ed_29b_5ea,7.65,3,77.98,91.14,14.08,5.4,7.01,2.81
5ed_28b_5ea,34.34,3.84,56.5,90.69,8.55,5.15,4.54,2.8
2ed_28b_3ea,18.51,4.4,75.2,89.93,6.16,5.61,2.95,2.8
21ed_41b_13ea,3.94,1.76,65.6,78.18,29.45,19.84,10.63,2.8
16ed_28b_3ea,22.54,4.97,71.41,89.34,5.91,5.6,2.83,2.79
17ed_28b_1ea,14.79,3.77,76.36,87.32,8.73,8.87,2.59,2.79
7ed_16b_5ea,20.29,11.65,43.65,83.17,35.18,3.9,18.23,2.78
2ed_28b_5ea,16.4,3.58,72.19,90.78,11.21,5.32,5.57,2.78
17ed_36b_9ea,35,8.66,33.66,80.08,30.96,11.03,9.22,2.77
6ed_28b_3ea,23.59,5.24,70.1,89.1,5.79,5.49,2.78,2.75
13ed_28b_1ea,34.72,5.64,58.82,85.64,6.31,8.69,1.88,2.74
10ed_36b_12ea,32.42,13.41,30.4,73.62,34.93,12.12,9.69,2.74
20ed_29b_5ea,15.58,3.43,70.61,90.54,11.63,5.2,5.83,2.73
9ed_29b_5ea,34.58,5.96,55.87,88.02,8.48,5.66,4.05,2.73
1ed_29b_5ea,21.06,3.9,67.69,90.13,11.04,5.66,5.29,2.73
11ed_29b_5ea,34.37,5.85,56.12,88.15,8.7,5.69,4.16,2.73
11ed_28b_1ea,46.96,6.69,46.94,84.64,4.87,8.61,1.45,2.72
10ed_29b_5ea,19.25,3.8,68.31,90.11,10.97,5.55,5.26,2.7
20ed_30b_4ea,30.39,3.47,57.65,87.13,7.94,9.04,2.54,2.68
10ed_30b_4ea,37.89,4.08,52.51,86.66,6.89,9.02,2.19,2.67
6ed_28b_5ea,19.89,4.69,69.16,89.86,10.42,5.06,5.21,2.66
5ed_30b_4ea,62.63,4.16,32.51,86.81,3.76,8.98,1.18,2.66
21ed_30b_12ea,9.54,2.69,68.46,86.53,21.47,10.66,6.19,2.64
6ed_29b_3ea,19.26,5.59,73.08,88.98,7.24,5.3,3.45,2.63
6ed_30b_4ea,30.02,5.17,61.14,85.81,8.15,8.84,2.61,2.62
5ed_41b_13ea,40.29,4.36,45.65,77.56,12.88,17.84,4.33,2.61
13ed_36b_9ea,49.68,14.56,26.88,74.81,23.16,10.54,6.42,2.6
1ed_30b_4ea,49.34,3.73,44.45,87.52,5.97,8.73,1.9,2.58
21ed_29b_9ea,8.86,2.8,74.9,87.78,15.81,9.16,4.02,2.57
16ed_30b_4ea,35.17,4.5,57.05,86.69,7.57,8.7,2.42,2.57
10ed_41b_13ea,25.01,4.14,52.61,78.64,20.04,16.74,7.4,2.57
3ed_16b_12ea,11.78,12.31,31.38,78.35,56.79,9.28,18.27,2.56
1ed_36b_9ea,46.73,10.66,28.65,78.84,24.28,10.28,6.84,2.56
7ed_28b_5ea,15.03,4.76,72.43,89.92,12.03,4.86,5.99,2.55
9ed_30b_4ea,66.15,5.38,28.22,85.93,3.06,8.62,0.96,2.55
11ed_36b_9ea,53.8,16.68,24.39,72.89,20.31,10.26,5.53,2.55
2ed_29b_5ea,14.42,4.24,73.44,90.19,11.87,5.22,5.7,2.53
3ed_33b_1ea,19.12,1.35,78.42,90.8,2.18,7.79,0.5,2.53
10ed_30b_12ea,34.27,3.92,51.23,85.63,11.94,10.21,3.43,2.53
20ed_30b_12ea,27.36,3.31,55.22,86.11,13.62,10.19,3.92,2.53
5ed_30b_12ea,58.91,3.98,33.54,85.79,6.51,10.16,1.86,2.52
16ed_9b_11ea,1.99,25.45,43.65,57.18,54.26,17.11,3.74,2.5
6ed_30b_5ea,26.78,5.23,63.61,89.65,8.94,4.75,4.45,2.5
13ed_30b_4ea,64.9,4.53,31.07,87.02,3.8,8.43,1.2,2.49
20ed_29b_9ea,16.41,3.4,68.03,87.28,13.33,8.81,3.41,2.48
11ed_30b_4ea,71.68,5.28,23.26,86.29,2.54,8.39,0.79,2.48
3ed_29b_5ea,11.68,3.83,75.2,90.62,12.69,5.1,6.09,2.47
7ed_30b_4ea,24.24,4.9,65.61,86.56,9.54,8.33,3.06,2.47
6ed_29b_5ea,17.65,5.08,70.64,89.48,11.16,5.03,5.36,2.46
10ed_28b_2ea,24.19,4.22,68.66,90.7,5.46,4.82,2.7,2.46
5ed_28b_3ea,42.29,4.06,52.94,90.33,4.11,5.56,1.95,2.45
9ed_30b_5ea,61.42,4.83,32.63,90.23,3.68,4.7,1.83,2.45
11ed_30b_5ea,65.26,4.82,29.27,90.26,3.41,4.72,1.69,2.45
20ed_30b_5ea,26.39,2.93,61.27,91.88,8.8,4.67,4.36,2.44
6ed_41b_13ea,25.96,4.59,56.39,77.9,16.33,17.13,5.56,2.44
11ed_16b_7ea,62.24,14.51,27.2,79.4,8.98,5.97,3.7,2.43
2ed_30b_12ea,22.12,3.96,61.21,86.15,16.38,9.76,4.71,2.43
7ed_29b_5ea,14.2,4.77,73.08,89.8,12.17,4.97,5.85,2.42
2ed_28b_2ea,19.68,3.64,74.6,91.51,5.58,4.76,2.76,2.42
20ed_28b_3ea,22.48,3.51,69.17,91.13,5.48,4.95,2.63,2.42
14ed_28b_3ea,92.54,3.29,1.77,91.72,0.13,4.95,0.06,2.42
6ed_36b_9ea,40.7,12.67,38.21,82.11,19.39,4.71,8.94,2.42
9ed_16b_7ea,58.35,15.46,30.05,78.41,9.79,5.9,4.1,2.41
21ed_29b_3ea,10.66,4.26,81.74,90.68,7.38,4.95,3.5,2.41
10ed_30b_5ea,32.9,3.69,56.85,91.3,7.87,4.62,3.9,2.41
19ed_28b_3ea,9.24,2.95,83.57,92.04,7,4.94,3.35,2.41
14ed_29b_3ea,88.14,3.46,6.12,91.59,0.52,4.92,0.25,2.4
16ed_30b_12ea,31.79,4.28,54.78,85.98,13.14,9.61,3.78,2.39
19ed_29b_3ea,9.45,3.1,82.84,91.93,7.53,4.91,3.56,2.38
16ed_30b_5ea,33.24,3.78,58.52,91.37,8,4.55,3.96,2.38
20ed_36b_9ea,30.45,10.61,35.22,78.77,30.02,9.47,8.51,2.38
10ed_29b_2ea,22.67,4,69.43,90.97,6.3,4.75,3.08,2.37
11ed_28b_3ea,48.82,6.75,46.23,87.85,3.66,5.34,1.74,2.37
20ed_29b_3ea,19.65,3.74,71.33,90.96,6.4,4.83,3.04,2.36
9ed_29b_3ea,41.98,6.32,52.02,88.17,4.7,5.43,2.21,2.36
1ed_29b_3ea,26.95,4.15,66.81,90.4,6.13,5.43,2.89,2.36
6ed_30b_1ea,32.92,4.85,61.18,87.34,5.12,7.64,1.45,2.36
10ed_30b_1ea,38.89,3.46,53.81,88.6,4.47,7.7,1.25,2.36
5ed_29b_9ea,26.74,4.18,60.79,87.14,12.04,8.56,3.03,2.35
5ed_29b_3ea,35.59,4.48,58.62,89.95,5.28,5.53,2.46,2.35
20ed_30b_1ea,31.89,3.11,58.79,88.85,5.02,7.68,1.39,2.35
13ed_28b_3ea,39.04,6.01,56.34,89.13,4.48,4.83,2.14,2.35
11ed_29b_3ea,44.26,6.19,50.18,88.39,4.48,5.37,2.1,2.34
6ed_36b_4ea,35.49,14.44,35.97,77.99,27.67,7.24,9.84,2.34
9ed_29b_9ea,34.92,5.98,54.19,85.48,9.84,8.38,2.5,2.33
7ed_30b_12ea,21.62,4.94,61.46,85.47,16.24,9.38,4.69,2.33
3ed_30b_12ea,16.15,4,64.15,86.44,19.29,9.36,5.53,2.33
1ed_29b_9ea,21.41,3.97,65.18,87.56,13.24,8.37,3.42,2.32
19ed_29b_9ea,7.96,2.81,74.81,88.65,16.96,8.4,4.45,2.32
3ed_30b_5ea,17.44,3.47,70.9,91.72,11.31,4.44,5.58,2.32
21ed_28b_9ea,8.49,2.81,75.43,88.82,15.67,8.18,4.13,2.3
16ed_29b_9ea,16.76,5.09,69.5,86.68,13.49,8.05,3.49,2.29
14ed_29b_9ea,13.49,3.16,70.31,88.46,15.79,8.28,4.08,2.29
3ed_36b_5ea,20.62,11.28,46.27,83.4,32.76,4.47,16.03,2.28
2ed_29b_9ea,14.36,4.48,71.3,87.38,14.11,7.98,3.65,2.27
7ed_30b_5ea,23.25,4.36,66.38,90.95,9.7,4.31,4.81,2.26
3ed_28b_3ea,14.44,4.15,78.63,90.56,6.64,5.08,3.17,2.24
16ed_30b_1ea,37.98,4.22,57.04,88.35,4.74,7.31,1.32,2.24
3ed_41b_13ea,10.91,4.17,64.38,79.8,23.71,15.58,8.35,2.24
11ed_29b_9ea,34.74,5.91,54.2,85.91,10.27,8.06,2.64,2.23
20ed_28b_9ea,19.85,3.19,68.94,91.61,8.4,4.58,3.82,2.22
5ed_28b_9ea,38.4,4,54.56,91.03,6.21,4.68,2.84,2.21
2ed_30b_1ea,27.03,3.73,66.89,88.92,5.88,7.23,1.64,2.21
7ed_29b_9ea,13.82,4.79,71.02,87.08,14.68,7.85,3.73,2.2
2ed_29b_3ea,16.41,5.04,76.6,90.37,6.84,4.49,3.25,2.2
7ed_28b_3ea,17.49,5.13,75.58,89.65,6.47,4.99,3.09,2.2
7ed_16b_12ea,13.5,14.04,30.72,77.35,55.47,8.28,18.19,2.2
9ed_30b_1ea,66.8,5.13,28.52,87.59,2.1,7.21,0.58,2.2
10ed_28b_9ea,22.39,4.05,67.39,90.92,8.35,4.55,3.83,2.19
16ed_29b_3ea,19.39,5.58,73.86,89.85,6.58,4.46,3.13,2.19
7ed_30b_1ea,25.95,4.79,67.34,87.92,6.05,7.08,1.74,2.19
11ed_28b_9ea,43.44,6.44,49.46,88.76,5.84,4.52,2.66,2.18
7ed_41b_13ea,13.61,4.69,62.95,79.47,22.29,15.37,7.77,2.18
10ed_29b_9ea,21.61,3.93,67.98,91.06,8.58,4.51,3.94,2.16
19ed_28b_9ea,7.77,2.53,74.38,89.57,17.56,7.78,4.72,2.16
17ed_28b_9ea,12.25,3.28,71.66,88.57,15.91,8.06,4.29,2.15
1ed_28b_3ea,27.73,4.26,66.68,90.65,5.43,5.07,2.56,2.14
7ed_29b_3ea,15.92,5.09,76.21,89.82,7.45,4.89,3.52,2.12
5ed_36b_3ea,70.94,12.71,23.76,81.72,4.01,5.23,1.73,2.12
14ed_38b_5ea,87.71,3.14,6.08,92.55,1.02,4.15,0.5,2.12
11ed_4b_2ea,66.88,12.29,27.53,82.34,3.28,5.04,1.14,2.11
9ed_36b_3ea,61.32,19.06,30.41,75.48,6.04,5.09,2.64,2.11
5ed_29b_2ea,35.72,3.72,58.89,91.45,4.88,4.79,2.31,2.1
21ed_28b_2ea,9.97,2.93,83.09,92.75,6.57,4.19,3.26,2.1
13ed_30b_1ea,65.49,4.37,31.79,88.61,2.49,7,0.67,2.1
1ed_38b_5ea,26.86,4.45,62.09,91.3,10.82,4.1,5.34,2.1
16ed_29b_5ea,16.98,4.74,71.39,90.51,11.32,4.33,5.45,2.09
11ed_30b_1ea,72.08,5.07,23.67,87.93,1.74,6.97,0.47,2.09
16ed_28b_9ea,19.81,3.93,66.99,88.33,13,7.6,3.32,2.08
9ed_38b_5ea,39.79,6.9,50.78,88.83,8.21,4.05,4.07,2.08
1ed_28b_2ea,28.78,3.66,66.11,91.7,4.93,4.61,2.38,2.07
6ed_28b_9ea,20.75,5.1,70.02,90.28,8.44,4.25,3.94,2.06
14ed_29b_2ea,82.25,2.87,12.03,92.94,0.98,4.16,0.48,2.06
14ed_28b_2ea,89.51,3.14,4.8,92.73,0.36,4.09,0.18,2.05
21ed_29b_2ea,11.2,3.58,81.7,92.14,6.84,4.12,3.33,2.04
11ed_28b_2ea,45.96,6.34,49.22,89.08,3.69,4.53,1.78,2.04
19ed_28b_2ea,8.84,2.84,84.02,93,6.95,4.09,3.43,2.04
17ed_28b_2ea,15.06,3.64,78.48,92.23,6.36,4.09,3.15,2.04
21ed_38b_5ea,9.18,2.99,76.49,92.82,13.89,3.96,6.86,2.04
9ed_28b_4ea,24.39,2,67.51,90.32,7.45,7.61,1.73,2.03
13ed_36b_2ea,68.74,14.75,26.06,79.29,4.89,5.8,2.01,2.03
5ed_38b_5ea,36.69,5.27,53.76,90.6,8.92,3.95,4.42,2.03
3ed_28b_9ea,12.09,3.81,71.87,88.56,15.67,7.37,4.09,2.02
20ed_28b_2ea,19.73,3.55,72.02,91.99,5.71,4.03,2.84,2.02
11ed_36b_2ea,68.8,16.66,24.34,77.39,4.54,5.71,1.89,2.02
13ed_28b_2ea,34.7,5.7,60.49,90.23,4.68,4.04,2.32,2.01
7ed_36b_5ea,23.18,13.04,44.57,82.1,31.57,3.94,15.47,2.01
5ed_36b_1ea,68.93,12.05,23.65,78.61,6.18,8.97,1.67,2.01
7ed_16b_4ea,19.24,13.77,41.2,78.27,39.04,7.54,14.06,2
14ed_28b_9ea,56.64,2.8,34.16,91.16,6.1,6,1.72,2
20ed_38b_5ea,19.08,4.31,66.87,91.2,11.55,3.88,5.72,2
3ed_29b_9ea,12.43,3.99,76.52,91.5,10.37,4.09,4.75,1.99
17ed_29b_9ea,13.12,3.84,73.3,90.25,13.52,5.89,3.83,1.98
11ed_29b_2ea,38.91,5.91,55.58,89.55,4.68,4.49,2.22,1.98
20ed_36b_1ea,42.5,10.45,40.26,79.38,11.31,8.93,3.1,1.98
10ed_36b_3ea,51.88,12.88,37.32,81.34,7.06,4.88,3.02,1.97
10ed_38b_5ea,23.48,5.2,63.97,90.54,10.92,3.82,5.41,1.97
9ed_29b_2ea,39.01,5.99,55.23,89.46,4.63,4.47,2.19,1.96
1ed_29b_2ea,24.9,3.92,69.03,91.59,5.96,4.46,2.83,1.96
5ed_36b_2ea,71.52,11.67,23.34,82.26,3.81,5.72,1.55,1.96
1ed_28b_9ea,24.17,3.64,64.66,90.47,11.01,5.86,3.1,1.95
19ed_29b_2ea,9.31,2.94,83.09,93.07,7.41,3.93,3.6,1.94
6ed_28b_2ea,21.39,5,72.4,90.57,5.74,4.29,2.78,1.93
16ed_28b_2ea,21.9,4.46,72.35,91.61,5.61,3.84,2.79,1.92
3ed_28b_2ea,14.17,3.82,79.15,91.7,6.36,4.27,3.08,1.92
13ed_29b_2ea,30.48,5.53,64.03,90.55,5.37,3.9,2.62,1.92
3ed_36b_9ea,20.27,11.55,47.37,83.77,31.08,4.18,14.48,1.92
9ed_36b_1ea,59.05,17.78,29.91,73.23,8.94,8.59,2.46,1.92
9ed_36b_2ea,61.98,17.29,30.23,76.73,5.56,5.62,2.3,1.91
6ed_36b_12ea,29.37,13.14,31.39,75.51,38.44,11,10.41,1.91
20ed_29b_2ea,18.74,3.48,72.54,92.24,6.24,3.84,3.05,1.9
6ed_30b_3ea,34.15,5.2,61.38,90.62,3.68,3.99,1.72,1.9
10ed_36b_1ea,48.14,12.41,37.42,78.23,10.86,8.45,2.99,1.89
10ed_36b_2ea,52.19,11.97,37.05,81.73,6.9,5.44,2.73,1.86
2ed_30b_5ea,24.29,3.4,66.29,92.37,9.16,3.95,4.39,1.84
2ed_38b_5ea,16.43,5.18,70.98,91.06,12.39,3.58,6.14,1.84
5ed_29b_6ea,36.23,3.65,58.6,92.3,4.64,4.01,2.12,1.83
10ed_28b_6ea,23.96,3.95,69,92.03,5.34,3.78,2.39,1.83
16ed_38b_5ea,19.6,5.58,68.41,90.68,11.78,3.56,5.84,1.83
3ed_38b_5ea,13.25,4.74,73.15,91.47,13.31,3.57,6.58,1.83
3ed_29b_3ea,12.98,4.14,79.43,91.47,7.29,4.19,3.45,1.82
11ed_36b_6ea,68.17,15.21,24.34,77.84,5.25,6.67,2.06,1.82
9ed_36b_6ea,61.45,15.81,29.89,77.21,6.47,6.57,2.56,1.81
6ed_38b_12ea,15.02,7.69,61.81,86.07,22.86,6.06,7.4,1.81
6ed_29b_2ea,19.48,5.09,73.53,90.67,6.52,4.1,3.11,1.8
16ed_36b_3ea,58.87,12.15,34.41,82.83,6.48,4.79,2.79,1.8
3ed_29b_2ea,13.06,3.87,79.46,91.86,7.18,4.08,3.42,1.79
16ed_29b_2ea,19.88,4.91,73.72,91.28,6.19,3.6,3.02,1.78
7ed_29b_2ea,15.6,4.48,76.91,91.28,7.02,4.03,3.35,1.77
21ed_29b_11ea,9.69,3.18,80.68,91.66,9.29,5.02,2.05,1.77
2ed_29b_6ea,17.3,3.82,76.34,92.23,6.21,3.87,2.84,1.77
6ed_36b_3ea,47.55,13.31,42.64,81.92,8.51,4.38,3.7,1.77
5ed_28b_2ea,39.63,3.95,55.67,92.08,4.07,3.91,1.97,1.76
16ed_36b_2ea,58.41,10.91,34.97,83.23,6.35,5.63,2.6,1.76
21ed_28b_6ea,10.13,2.77,83.08,93.25,6.38,3.85,2.76,1.75
13ed_28b_9ea,25.48,5.58,61.22,87.76,13.12,6.59,3.46,1.75
6ed_29b_9ea,18.05,5.27,72.07,90.76,9.12,3.62,4.14,1.74
19ed_29b_6ea,9.28,2.8,83.13,93.31,7.4,3.83,3.37,1.74
7ed_30b_3ea,27.32,4.64,67.76,91.03,4.2,4.12,1.98,1.74
1ed_36b_11ea,58.58,11.39,29.56,82.56,11.63,5.87,2.48,1.74
9ed_29b_6ea,39.26,5.87,55.14,90.26,4.45,3.79,2.03,1.73
10ed_29b_6ea,22.35,3.81,70.14,92.16,5.94,3.75,2.72,1.72
11ed_29b_6ea,40.5,5.81,54.21,90.35,4.38,3.79,2,1.72
6ed_36b_2ea,48.68,12.12,41.94,82.4,8.01,5.1,3.34,1.72
2ed_28b_6ea,19.84,3.34,74.81,92.93,5.19,3.63,2.28,1.71
2ed_28b_9ea,14.44,3.76,70.13,89.75,15.22,6.37,4.01,1.71
5ed_28b_11ea,39.77,3.91,54.31,91.7,5.31,4.33,1.79,1.71
10ed_30b_2ea,40.78,3.73,53.13,92.53,3.09,3.5,1.5,1.71
6ed_36b_1ea,45.67,12.54,40.68,79.28,12.4,7.77,3.47,1.71
16ed_36b_1ea,55.32,11.08,34.27,80.22,10.17,8.43,2.82,1.71
10ed_29b_11ea,22.39,3.98,68.56,91.52,7.5,4.25,2.55,1.7
9ed_30b_3ea,66.82,5.14,29.11,90.9,1.56,3.89,0.73,1.7
16ed_29b_6ea,22.81,5.32,71.41,90.77,5.41,3.71,2.47,1.69
9ed_29b_11ea,40.47,6.17,52.86,89.47,5.45,4.27,1.85,1.69
16ed_33b_5ea,19.17,2.54,74.85,93.57,5.02,3.4,2.41,1.69
5ed_36b_11ea,64.59,12.8,24.86,81.37,9.46,5.6,2.03,1.69
11ed_30b_3ea,72.32,5.12,23.96,90.98,1.27,3.86,0.6,1.69
9ed_36b_11ea,56.09,18.6,29.98,75.38,12.1,5.74,2.63,1.69
14ed_28b_6ea,86.1,3,8.19,93.23,0.62,3.73,0.27,1.68
6ed_38b_5ea,18.54,6.58,69.04,89.93,11.96,3.24,5.95,1.68
13ed_36b_11ea,61.16,15.81,27.63,78.31,11.01,5.84,2.36,1.68
1ed_29b_11ea,25.43,4.11,67.02,91.62,7.44,4.25,2.5,1.67
10ed_28b_11ea,23.64,4.3,67.58,91.2,7.13,4.23,2.4,1.67
9ed_28b_5ea,50.41,2.6,43.52,93.69,4.32,3.4,2.04,1.67
3ed_29b_6ea,13.17,3.82,79.59,92.56,6.93,3.43,3.22,1.66
20ed_29b_11ea,18.14,3.46,71.48,91.32,7.99,4.79,1.78,1.66
7ed_28b_9ea,15.86,4.87,73.66,91.2,9.69,3.52,4.43,1.66
5ed_28b_6ea,38.79,4.21,56.53,92.02,4.05,3.71,1.7,1.66
13ed_33b_5ea,33.48,3.11,61.66,93.11,4.26,3.37,2.04,1.66
20ed_36b_11ea,38.43,11.18,40.16,82.19,16.15,5.46,3.45,1.66
16ed_33b_2ea,18.03,2.52,78.58,93.94,2.4,3.19,1.18,1.65
11ed_29b_11ea,41.34,6.09,52.22,89.63,5.47,4.23,1.84,1.65
1ed_28b_6ea,27.3,3.91,67.37,92.37,5.15,3.68,2.2,1.65
11ed_28b_11ea,45.99,6.52,48.02,89.19,4.83,4.24,1.62,1.65
7ed_29b_6ea,15.81,4.43,77.04,91.99,6.67,3.37,3.11,1.63
16ed_28b_6ea,22.44,4.08,72.01,92.25,5.39,3.57,2.33,1.63
13ed_33b_2ea,41.36,2.81,56.5,93.83,1.55,3.16,0.76,1.63
11ed_28b_6ea,46.24,6.25,49.17,90,3.44,3.68,1.43,1.63
10ed_36b_6ea,50.87,12.12,37.65,80.9,7.83,6.13,3.12,1.63
16ed_36b_9ea,44.97,6.91,32.58,49.6,21.56,43.21,8.23,1.63
16ed_30b_2ea,41.23,3.81,55.41,92.72,3.15,3.37,1.52,1.62
7ed_36b_4ea,20.72,14.46,42.14,80.09,36.69,5,13.22,1.61
10ed_36b_11ea,44.58,13.68,37.56,80.28,14.8,5.24,3.17,1.6
6ed_29b_11ea,18.89,5.24,72.69,90.72,8,3.91,2.74,1.58
2ed_29b_11ea,16.12,4.52,75.41,91.43,8.32,3.96,2.81,1.58
17ed_29b_11ea,15.29,3.88,75.85,91.34,8.8,4.76,1.9,1.58
13ed_29b_11ea,28.91,5.34,64,89.91,6.99,4.73,1.53,1.58
20ed_28b_11ea,20.56,3.22,69.71,91.64,7.15,4.76,1.56,1.58
9ed_28b_3ea,24.77,2.79,71.16,93.39,3.92,3.72,1.78,1.58
6ed_29b_6ea,19.22,4.94,74.06,91.5,6.28,3.42,2.88,1.57
7ed_28b_2ea,16.97,4.79,76.41,91.49,6.16,3.49,3,1.57
11ed_30b_9ea,69.1,4.89,26.24,91.6,2.28,3.31,1.03,1.57
3ed_28b_11ea,13.86,3.98,77.19,91.85,8.66,3.97,2.89,1.56
3ed_28b_6ea,14.42,3.69,79.22,92.63,6.01,3.46,2.54,1.55
7ed_28b_6ea,17.77,4.63,75.84,91.77,5.89,3.37,2.52,1.54
7ed_28b_11ea,16.8,4.97,74.56,90.93,8.19,3.88,2.76,1.54
7ed_29b_11ea,15.58,4.95,75.37,91.04,8.62,3.81,2.93,1.53
2ed_29b_2ea,15.86,4.51,77.43,91.93,6.55,3.47,3.13,1.53
14ed_28b_11ea,86.51,3.13,7.59,92.14,0.8,4.69,0.17,1.53
17ed_28b_11ea,15.1,3.37,76.42,91.83,8.38,4.76,1.79,1.53
19ed_28b_11ea,9.21,2.58,81.32,92.58,9.27,4.78,1.97,1.53
10ed_30b_9ea,35.94,3.76,55.32,92.66,5.94,3.21,2.7,1.53
6ed_28b_6ea,23.51,4.47,70.76,92.2,5.17,3.17,2.32,1.52
5ed_29b_11ea,31.14,4.46,61.86,91.65,6.57,3.85,2.21,1.52
5ed_36b_6ea,71.13,11.14,23.04,82.59,4.54,5.87,1.81,1.52
16ed_36b_11ea,50.76,11.41,34.89,83.4,14.14,5.04,3.02,1.5
14ed_29b_11ea,34.88,3.41,57.02,92.17,6.56,4.38,1.42,1.48
16ed_28b_11ea,22.65,4.12,70.18,91.31,7.03,4.48,1.52,1.48
20ed_36b_6ea,44.37,9.92,40.79,83.06,8.59,5.85,3.43,1.48
6ed_30b_2ea,35.1,4.45,60.74,91.99,3.32,3.39,1.55,1.46
14ed_38b_9ea,91.55,3.22,2.64,93.52,0.34,3.06,0.15,1.46
3ed_36b_12ea,13.64,11.45,34.19,78.36,51.95,9.81,13.74,1.46
21ed_38b_3ea,10.98,3.36,81.9,93.57,6.71,2.93,3.24,1.46
7ed_30b_9ea,24.33,4.57,67.1,92.02,7.67,3.05,3.51,1.45
11ed_30b_2ea,70.23,4.7,26.09,92.01,1.37,3.26,0.66,1.45
9ed_30b_2ea,65.34,4.88,30.61,91.8,1.61,3.27,0.77,1.45
6ed_38b_4ea,17.64,7.5,68.54,87.68,13.45,4.64,4.66,1.45
1ed_29b_1ea,27.32,3.67,65.1,85.64,7.46,10.67,0.78,1.44
17ed_29b_6ea,14.7,3.89,78.43,92.94,6.81,3.15,3.1,1.43
20ed_30b_9ea,25.37,3.03,59.06,91.18,12.04,5.43,3.26,1.43
9ed_30b_6ea,65.91,4.75,29.85,92.07,1.73,3.11,0.76,1.43
11ed_30b_6ea,70.98,4.67,25.14,92.16,1.47,3.13,0.64,1.43
9ed_38b_9ea,42.65,7.15,49.48,89.62,6.34,2.99,2.88,1.43
14ed_29b_6ea,32.17,3.19,61.13,93.65,5.27,3.13,2.41,1.42
13ed_29b_6ea,29.24,5.68,65.28,91.16,5.35,3.14,2.44,1.42
1ed_28b_11ea,25.4,4.1,67,92.22,7.45,3.65,2.48,1.42
5ed_30b_9ea,54.69,3.53,37.92,91.07,6.43,5.31,1.71,1.42
16ed_29b_11ea,18.01,5.05,73.82,90.76,8.01,4.09,1.76,1.41
1ed_29b_6ea,24.29,3.97,69.8,92.9,5.81,3.1,2.65,1.41
21ed_29b_6ea,9.33,3.02,83.17,93.75,7.17,3.09,3.28,1.4
9ed_30b_9ea,60.3,4.81,32.79,89.77,4.72,5.32,1.24,1.4
21ed_38b_9ea,9.66,3.06,77.84,93.77,11.7,2.91,5.3,1.4
2ed_28b_11ea,18.29,3.73,73.89,92.62,7.69,3.55,2.55,1.39
6ed_30b_9ea,29.92,4.51,58.81,90.15,10.49,5.13,2.74,1.39
20ed_29b_6ea,18.17,3.35,73.38,93.19,6.05,3.04,2.77,1.38
13ed_30b_9ea,51.96,4.21,40.1,90.46,7.71,5.29,2.1,1.37
20ed_38b_9ea,20.55,4.44,67.09,92.03,9.41,2.87,4.27,1.37
21ed_38b_1ea,10.35,3.25,79.88,92.18,9.35,4.43,2.77,1.37
16ed_30b_9ea,31.46,3.79,56.6,91.01,11.67,5.06,3.05,1.36
16ed_36b_6ea,58.09,9.95,34.14,84,7.51,5.76,3.03,1.36
20ed_28b_6ea,19.33,3.38,72.54,93.08,5.63,3.14,2.4,1.35
19ed_28b_6ea,8.72,2.75,84.02,93.99,7.03,3.19,2.97,1.35
