Name,HOMO Donor,LUMO Donor,HOMO Backbone,LUMO Backbone,HOMO Acceptor,LUMO Acceptor,HOMO Anchor,LUMO Anchor
13ed_28b_6ea,33.22,5.47,61.91,91.31,4.72,3.19,1.99,1.35
6ed_36b_11ea,42.65,13.02,39.85,82.25,16.43,4.43,3.54,1.35
5ed_38b_2ea,43.13,5.57,52.18,91.73,4.02,2.63,2.01,1.35
7ed_30b_2ea,26.58,4.39,68.48,92.39,4.24,3.01,2.04,1.34
20ed_38b_2ea,22.54,4.52,69.1,92.34,5.48,2.6,2.75,1.34
6ed_28b_11ea,20.77,5.06,71.31,91.4,7.47,3.41,2.53,1.33
3ed_30b_9ea,16.06,3.48,66.95,91.28,16.59,5.01,4.55,1.33
10ed_38b_1ea,26.44,5.6,64.47,89.75,7.28,4.27,2.17,1.33
20ed_38b_1ea,21.71,4.75,67.76,90.39,7.71,4.29,2.29,1.33
6ed_36b_6ea,48.98,11.28,40.63,83.14,9.03,5.17,3.63,1.32
21ed_41b_12ea,3.3,1.42,66.72,93.31,28.91,5.06,9.03,1.32
7ed_36b_12ea,15.93,13.15,33.96,76.99,49.68,9.38,13.37,1.31
7ed_36b_9ea,19.97,12.9,38.98,80.99,40.33,5.65,11.41,1.3
1ed_41b_12ea,34.63,3.13,51.17,91.77,13.3,4.9,4.18,1.29
7ed_38b_5ea,19.92,2.53,73.99,94.71,5.64,2.6,2.74,1.28
16ed_38b_3ea,21.71,6.47,72.26,90.87,5.9,2.57,2.86,1.28
2ed_38b_3ea,18.09,5.99,75.6,91.34,6.18,2.58,3,1.28
13ed_28b_11ea,31.66,5.73,61.66,90.26,6.56,3.98,1.41,1.26
3ed_38b_9ea,13.77,4.91,74.58,92.22,11.03,2.62,5.03,1.26
13ed_36b_7ea,65.67,11.73,27.72,81.63,6.34,6.43,2.05,1.25
16ed_38b_9ea,20.23,5.81,69.57,91.37,9.72,2.6,4.41,1.25
21ed_38b_2ea,10.71,3.13,82.34,94.13,6.53,2.61,3.17,1.24
20ed_41b_12ea,23.02,3.33,58.85,91.39,14.32,4.74,4.53,1.23
2ed_38b_2ea,18.36,5.47,75.45,92.06,6.06,2.38,3.03,1.23
11ed_36b_7ea,67.16,13.57,25.25,79.99,5.58,6.17,1.8,1.22
3ed_38b_2ea,14.9,4.98,78.41,92.52,6.47,2.36,3.23,1.22
7ed_38b_3ea,17.15,6.43,76.06,90.95,6.4,2.45,3.1,1.22
3ed_36b_1ea,23.38,11.03,56.53,81.1,19.8,7.42,5.75,1.21
2ed_38b_1ea,17.39,5.81,73.92,90.19,8.54,3.91,2.55,1.21
6ed_38b_3ea,20.17,7.35,73.24,90.08,6.18,2.4,3.01,1.2
10ed_38b_2ea,27.42,5.39,65.69,91.75,5.04,2.52,2.44,1.2
9ed_36b_7ea,61.44,14.15,29.93,79.42,6.63,6.06,2.12,1.19
16ed_38b_1ea,20.82,6.49,70.88,89.55,8.14,3.82,2.43,1.19
3ed_38b_1ea,14.28,5.22,76.44,90.79,9.04,3.84,2.68,1.19
21ed_41b_4ea,4.75,1.4,80.41,93.91,13.55,4.48,4.58,1.18
9ed_30b_11ea,65.41,5.03,30.03,91.82,2.13,3.09,0.7,1.17
6ed_41b_12ea,30.16,3.92,56.57,91.22,11.83,4.52,3.76,1.17
6ed_38b_1ea,19.34,7.23,71.73,88.88,8.52,3.72,2.61,1.17
19ed_41b_12ea,7.04,2.39,64.23,92.71,27.64,4.7,8.42,1.17
17ed_41b_12ea,15.96,2.7,60.67,92.42,22.39,4.71,6.84,1.17
11ed_30b_11ea,70.41,4.99,25.37,91.89,1.85,3.09,0.61,1.16
7ed_38b_1ea,16.46,6.29,74.33,89.81,8.81,3.72,2.65,1.16
2ed_41b_4ea,21.25,2.52,69.21,92.92,8.59,4.32,2.85,1.15
5ed_41b_12ea,43.75,3.88,45.74,91.26,9.24,4.63,2.86,1.15
16ed_41b_12ea,24.77,2.83,59.11,92.32,15.25,4.61,4.72,1.15
6ed_38b_2ea,20.54,6.84,73.04,90.79,5.99,2.21,3.02,1.14
14ed_41b_4ea,92.08,2.35,2.22,93.1,0.19,4.34,0.06,1.14
19ed_41b_4ea,10.09,2.38,76.08,93.1,12.58,4.32,4.23,1.14
17ed_41b_4ea,22.38,2.68,66.97,92.82,9.62,4.33,3.21,1.14
7ed_36b_1ea,27.32,12.67,53.36,79.67,18.58,7.11,5.4,1.13
2ed_41b_12ea,21.31,2.59,60.52,92.61,17.22,4.57,5.31,1.13
11ed_41b_12ea,55.91,4.86,35.73,90.36,6.34,4.55,1.95,1.13
21ed_29b_7ea,10.86,3.23,82.31,93.81,6.56,2.8,2.72,1.12
9ed_41b_5ea,48.16,4.38,45.26,92.69,4.44,2.62,2.16,1.12
5ed_41b_4ea,54.84,3.61,40.11,91.91,3.61,4.25,1.16,1.12
1ed_41b_4ea,41.96,3.06,51.51,92.48,5.61,4.27,1.84,1.12
13ed_41b_12ea,40.36,4.22,47.33,91.06,11.47,4.52,3.54,1.12
5ed_29b_7ea,32.94,3.28,62.01,93.88,4.57,2.8,1.9,1.11
5ed_36b_7ea,71.01,10.13,23.13,83.47,4.57,5.98,1.47,1.11
13ed_41b_5ea,39.22,3.6,53.31,93.44,6.5,2.72,3.09,1.11
20ed_41b_4ea,27.41,3.07,61.58,92.17,6.68,4.23,2.19,1.11
16ed_41b_4ea,36.33,2.48,56.81,93.07,6,4.24,1.97,1.11
14ed_41b_5ea,90.96,2.18,3.21,94.9,0.37,2.67,0.18,1.1
11ed_41b_5ea,55.4,4.05,38.93,93.01,3.7,2.68,1.76,1.1
11ed_41b_4ea,59.72,4.75,35.04,90.84,3.12,4.19,1,1.1
9ed_41b_12ea,53.04,5.13,38.52,90.14,6.17,4.46,1.89,1.1
19ed_29b_7ea,8.82,2.63,83.73,94.58,7.29,2.74,2.98,1.09
10ed_38b_9ea,22.22,5.14,61.9,90.33,14.32,4.19,3.8,1.09
16ed_38b_2ea,21.94,6.08,72.27,91.51,5.63,2.28,2.73,1.09
9ed_29b_7ea,35.38,5.48,59.19,91.74,4.45,2.7,1.85,1.08
1ed_29b_7ea,21.9,3.61,72.16,93.67,5.83,2.69,2.43,1.08
11ed_29b_7ea,35.17,5.4,59.51,91.84,4.6,2.71,1.9,1.08
21ed_41b_5ea,4.07,1.29,80.2,95.8,14.38,2.64,6.92,1.08
7ed_30b_11ea,25.27,4.62,67.68,92.34,6.41,2.83,2.09,1.08
10ed_41b_12ea,28.83,3.59,56.06,91.55,12.32,4.43,3.82,1.08
20ed_36b_7ea,43.62,9.27,41.47,83.71,8.75,5.94,2.83,1.07
17ed_41b_5ea,17.05,2.45,69.87,94.6,11.86,2.71,5.76,1.06
6ed_41b_4ea,34.54,3.81,58.24,91.8,5.67,4.06,1.84,1.06
3ed_41b_12ea,12,3.82,67.23,91.6,19.72,4.15,6.26,1.06
19ed_41b_5ea,8.39,2.22,75.89,94.83,14.31,2.69,6.96,1.05
7ed_38b_2ea,17.29,6.02,76.17,91.6,6.13,2.2,2.98,1.05
9ed_38b_6ea,45.35,6.9,49.5,90.63,3.73,2.35,1.57,1.05
14ed_38b_6ea,92.28,3.12,2.04,94.4,0.15,2.41,0.06,1.05
1ed_38b_6ea,32.38,4.44,62.29,93.12,5.12,2.38,2.19,1.04
20ed_29b_7ea,17.29,3,74.52,94.02,5.92,2.6,2.45,1.03
16ed_41b_5ea,32.9,1.91,58.63,95.17,7.46,2.66,3.61,1.03
10ed_29b_7ea,20.25,3.37,72.56,93.81,5.76,2.6,2.37,1.02
11ed_28b_7ea,39.97,5.73,55.22,91.44,3.9,2.76,1.42,1.02
16ed_36b_7ea,57.52,8.72,34.61,85.07,7.59,5.92,2.49,1.02
10ed_41b_5ea,30.21,3.01,60.17,94.05,6.61,2.51,3.16,1.02
3ed_36b_6ea,25.5,10.21,59.35,83.81,14.84,5.5,6.02,1.02
2ed_41b_5ea,24,2.01,65.66,95.08,9.21,2.63,4.46,1.02
1ed_41b_5ea,35.63,2.79,55.95,94.32,7.36,2.64,3.55,1.02
21ed_38b_6ea,10.54,2.96,81.98,94.58,7.03,2.32,3.01,1.02
5ed_38b_6ea,42.01,5.03,53.11,92.58,4.21,2.32,1.81,1.02
7ed_41b_12ea,15.4,4.31,66.17,91.28,17.19,3.98,5.49,1.01
10ed_38b_6ea,27.26,5.17,65.65,92.23,5.17,2.25,2.18,1.01
10ed_28b_7ea,23.16,3.38,70.37,93.75,4.85,2.67,1.78,1
6ed_41b_5ea,35.13,3.05,57.53,94.15,5.68,2.46,2.72,1
3ed_36b_11ea,22.34,11.82,52.78,84.43,24.68,3.43,5.35,1
9ed_41b_4ea,51.82,5.21,41.93,90.66,4.06,3.86,1.25,1
20ed_38b_6ea,22.37,4.29,69.03,92.91,5.68,2.27,2.44,1
16ed_29b_7ea,18.57,4,75.3,93.16,5.95,2.6,2.42,0.99
21ed_28b_7ea,9.6,2.54,83.87,94.63,6.11,2.7,2.19,0.99
19ed_28b_7ea,8.44,2.6,84.59,94.61,6.76,2.72,2.4,0.98
6ed_36b_7ea,50.15,10,39.83,84.25,8.6,5.37,2.81,0.98
16ed_30b_11ea,37.21,3.77,57.66,92.93,4.94,3.19,1.03,0.98
5ed_41b_5ea,51.18,3.1,42.95,94.07,4.35,2.55,2.08,0.98
13ed_30b_11ea,62.04,4.24,34.89,92.46,2.87,3.28,0.6,0.98
10ed_41b_4ea,32.62,3.7,58.1,92.15,6.19,3.75,2.05,0.97
13ed_41b_4ea,45.52,4.1,48.23,91.92,5.47,3.8,1.75,0.97
3ed_29b_7ea,12.76,3.45,80.32,93.96,6.65,2.47,2.74,0.96
3ed_28b_7ea,14.62,3.08,79.17,94.2,6.01,2.65,2.17,0.96
2ed_28b_7ea,18.6,2.83,75.97,94.43,5.24,2.63,1.86,0.96
16ed_28b_7ea,24.18,3.07,70.83,94.25,4.82,2.62,1.72,0.96
7ed_36b_6ea,29.59,11.78,55.74,82.35,13.86,5.3,5.64,0.95
20ed_41b_5ea,24.78,2.86,63.29,94.14,7.71,2.48,3.72,0.95
7ed_38b_9ea,14.61,5.78,68.28,90.35,16.67,3.68,4.42,0.95
6ed_29b_7ea,19.09,4.39,74.72,93.14,5.75,2.36,2.4,0.94
6ed_28b_7ea,22.91,4,71.69,93.37,4.83,2.46,1.76,0.93
17ed_29b_7ea,13.03,3.78,79.93,93.87,6.95,2.33,2.84,0.93
9ed_28b_1ea,22.31,2.58,73.96,93.35,3.38,4,0.57,0.93
7ed_41b_4ea,18.33,4.19,71.72,91.77,8.6,3.62,2.83,0.93
2ed_38b_6ea,18.56,5.15,75,92.65,6.26,2.11,2.7,0.93
7ed_29b_7ea,15.28,3.97,77.87,93.49,6.37,2.38,2.61,0.92
13ed_29b_7ea,23.96,5.14,70.19,92.52,5.73,2.31,2.34,0.92
20ed_33b_11ea,22.19,1.98,70.99,94.64,3.25,2.85,0.63,0.92
16ed_38b_6ea,22.32,5.55,71.6,92.26,5.91,2.09,2.54,0.92
3ed_38b_6ea,14.93,4.74,78.08,93.03,6.73,2.09,2.89,0.92
21ed_41b_3ea,6.09,1.37,88,96.15,4.54,2.28,2.08,0.91
7ed_36b_11ea,25.65,13.51,50.45,82.98,23.33,3.07,5.05,0.91
7ed_28b_7ea,18.28,3.88,75.89,93.49,5.39,2.53,1.92,0.9
3ed_41b_5ea,14.31,3.23,74.61,94.06,9.8,2.28,4.7,0.9
20ed_41b_3ea,27.65,2.94,65.33,94.33,2.75,2.21,1.24,0.9
14ed_41b_12ea,92.4,2.43,1.78,93.36,0.2,4.01,0.05,0.9
17ed_41b_3ea,27.97,2.63,67.95,94.96,3.06,2.25,1.39,0.89
19ed_41b_3ea,13.85,1.99,80.78,95.56,4.04,2.26,1.84,0.89
14ed_41b_3ea,93.34,2.35,1.01,95.24,0.03,2.23,0.02,0.88
1ed_41b_3ea,47.32,2.94,49.9,94.65,1.89,2.22,0.85,0.88
7ed_38b_6ea,17.34,5.73,75.74,92.1,6.47,1.99,2.8,0.88
9ed_28b_9ea,24.88,2.47,70.03,94.86,4.81,2.42,1.4,0.87
21ed_41b_1ea,7.28,1.55,83.93,94.72,7.33,3.52,2.15,0.87
2ed_41b_3ea,31.43,2.39,65.09,95.2,2.54,2.2,1.15,0.87
9ed_41b_1ea,53.39,4.93,41.86,91.36,2.51,3.46,0.69,0.87
2ed_41b_1ea,23.58,2.31,70.51,94,4.92,3.45,1.42,0.87
16ed_41b_3ea,42.53,2.32,54.75,95.29,1.91,2.2,0.86,0.87
6ed_39b_4ea,48.36,3.14,47.87,93.56,2.54,2.92,0.72,0.87
1ed_28b_7ea,22.7,3.6,71.56,93.92,5.55,2.44,1.98,0.86
10ed_41b_3ea,36.43,3.52,58.03,93.94,2.2,2.16,0.99,0.86
5ed_41b_3ea,58.86,3.42,38.34,94.17,1.32,2.19,0.59,0.86
6ed_38b_6ea,20.81,6.52,72.64,91.38,6.08,1.93,2.64,0.86
13ed_41b_3ea,51.62,4,45.77,93.64,1.81,2.18,0.81,0.86
11ed_41b_3ea,62.77,4.55,33.89,93.05,1.18,2.19,0.52,0.86
17ed_28b_7ea,12.72,3.59,80.63,93.94,6.52,2.43,2.29,0.85
13ed_33b_11ea,38.5,3.15,58.22,93.83,2.74,2.76,0.53,0.85
6ed_41b_1ea,30.63,3.69,63.84,92.62,4.06,3.35,1.14,0.85
16ed_39b_5ea,51.17,2.27,45.48,95.45,3.05,1.88,1.46,0.85
2ed_39b_5ea,39.59,2.15,55.58,95.56,4.45,1.87,2.14,0.85
14ed_41b_1ea,93.25,2.32,1.07,94.03,0.06,3.47,0.02,0.85
3ed_39b_12ea,25.61,2.03,63.99,93.53,10.07,4,2.59,0.85
14ed_28b_7ea,31.74,2.61,61.97,94.82,4.78,2.49,1.66,0.84
13ed_28b_7ea,27.67,5.16,67.07,92.33,5.08,2.47,1.77,0.84
10ed_41b_1ea,34.51,3.51,58.69,92.68,3.55,3.42,1,0.84
20ed_41b_1ea,28.99,3.1,62.44,92.99,3.91,3.42,1.11,0.84
3ed_39b_5ea,25.47,1.8,67.74,95.86,6.42,1.86,3.08,0.84
3ed_41b_4ea,14.67,3.71,74.32,92.56,9.88,3.31,3.33,0.84
5ed_41b_1ea,56.66,3.41,39.7,92.93,2.15,3.44,0.6,0.84
16ed_41b_1ea,40.38,2.64,55.38,93.73,3.34,3.4,0.95,0.84
7ed_39b_4ea,34.68,2.49,60.48,94.27,3.92,2.81,1.11,0.84
1ed_41b_1ea,44.18,2.91,51.65,93.47,3.24,3.43,0.92,0.84
19ed_41b_1ea,11.43,2.31,80.16,94.07,7.06,3.43,2.08,0.84
17ed_41b_1ea,24.47,2.59,69.04,93.79,5.41,3.46,1.58,0.84
2ed_29b_7ea,15.01,3.75,78.46,94.06,6.37,2.11,2.6,0.83
5ed_28b_7ea,31.76,3.82,63.16,93.74,4.56,2.38,1.62,0.83
13ed_41b_1ea,47.46,3.89,48.57,92.54,3.18,3.4,0.9,0.83
6ed_39b_12ea,47.49,3.17,47.25,93.34,4.05,3.11,1.03,0.83
16ed_39b_4ea,54.14,2.61,43.19,94.27,2.35,2.77,0.66,0.83
9ed_39b_4ea,81.12,2.88,14.98,93.98,0.53,2.77,0.15,0.83
6ed_41b_3ea,39.11,3.54,57.21,94.06,2.06,2.09,0.92,0.82
11ed_41b_1ea,61.17,4.48,34.81,91.93,1.89,3.38,0.52,0.82
2ed_39b_4ea,40.46,2.36,55.77,94.55,3.48,2.75,0.99,0.82
20ed_28b_7ea,17.55,3.07,74.54,94.21,5.63,2.35,1.97,0.81
9ed_28b_2ea,22.04,2.03,74.23,95.41,3.56,2.44,1.59,0.81
9ed_39b_5ea,80.03,2.56,16.06,95.22,0.64,1.78,0.3,0.81
3ed_39b_4ea,28.1,2.03,66.6,94.85,4.94,2.69,1.41,0.81
9ed_16b_10ea,56.35,17.9,27.89,73.69,13.97,8.15,0.97,0.8
14ed_38b_11ea,92.07,3.26,2.2,93.8,0.22,2.89,0.05,0.8
9ed_41b_3ea,55.39,5.04,40.72,92.64,1.59,2.07,0.71,0.79
16ed_39b_3ea,56.18,2.55,42.57,95.44,0.94,1.65,0.44,0.79
21ed_38b_11ea,10.03,3.08,79.87,94.01,9.73,2.79,2.08,0.79
11ed_16b_10ea,61.06,17.01,24.83,74.6,12.46,8.27,0.86,0.78
6ed_39b_3ea,50.02,3.04,47.64,94.92,1.08,1.64,0.49,0.78
19ed_38b_7ea,9.86,2.78,82.17,94.87,7.71,2.27,2.59,0.78
17ed_38b_7ea,16.19,3.15,76.8,94.5,6.84,2.3,2.34,0.78
5ed_38b_11ea,40.7,5.53,52.9,91.64,5.77,2.76,1.25,0.78
7ed_41b_5ea,17.8,3.68,71.58,93.79,9.1,2.1,4.38,0.77
6ed_39b_5ea,46.89,2.75,48.95,95.1,2.97,1.7,1.42,0.77
10ed_38b_11ea,25.93,5.36,65.01,91.61,7.32,2.7,1.58,0.77
11ed_38b_7ea,45.16,5.8,49.86,91.9,3.9,2.22,1.35,0.77
20ed_38b_11ea,21.31,4.49,68.19,92.24,7.79,2.73,1.68,0.77
7ed_39b_5ea,32.31,2.22,61.94,95.6,4.86,1.69,2.33,0.76
9ed_41b_9ea,42.68,5,48.79,91.59,6.57,3.11,1.73,0.76
7ed_39b_3ea,36.51,2.43,61.02,95.51,1.51,1.61,0.69,0.76
14ed_38b_7ea,80.81,2.88,13.39,94.82,1.13,2.21,0.38,0.76
2ed_39b_3ea,42.33,2.3,56.06,95.72,1.32,1.62,0.6,0.76
9ed_39b_12ea,80.86,2.91,14.96,92.93,0.82,3.78,0.19,0.76
9ed_28b_6ea,52.05,2.63,44.23,95.54,1.73,1.63,0.65,0.75
3ed_41b_3ea,17.31,3.58,78.05,94.08,3.51,1.94,1.58,0.75
7ed_39b_12ea,32.76,2.5,59.03,93.33,7.35,3.72,1.84,0.75
1ed_38b_7ea,28.99,3.92,65.24,93.82,5.58,2.2,1.88,0.75
9ed_38b_7ea,42.53,6.12,52.17,91.62,4.02,2.14,1.39,0.75
16ed_39b_12ea,52.52,2.63,42.93,93.26,4.25,3.75,1.05,0.75
9ed_33b_11ea,75.03,1.92,21.43,96.11,0.49,1.92,0.16,0.74
21ed_41b_9ea,5.25,1.55,80.62,95.73,12.53,2.43,4.71,0.74
11ed_41b_9ea,56.35,4.23,38.13,92.95,3.44,2.54,1.19,0.74
9ed_39b_3ea,81.43,2.83,14.94,95.23,0.26,1.56,0.12,0.74
11ed_39b_12ea,85.06,2.07,11.11,93.8,0.63,3.75,0.15,0.74
3ed_36b_7ea,26.4,9.33,58.61,84.49,14.66,5.83,4.86,0.73
7ed_41b_1ea,19.68,4.3,73.77,92.2,5.17,3.02,1.47,0.73
3ed_41b_1ea,16.11,3.56,77.09,92.99,5.62,3.05,1.61,0.73
1ed_41b_9ea,39.94,2.74,54.08,94.52,4.83,2.48,2.08,0.73
5ed_38b_7ea,39.02,4.39,55.85,93.42,4.47,2.11,1.52,0.73
7ed_41b_3ea,21.13,4.01,74.21,93.72,3.28,1.87,1.47,0.72
14ed_41b_9ea,92.53,2.31,1.78,94.99,0.13,2.44,0.06,0.72
21ed_38b_7ea,10.02,2.66,82.32,95.11,7.19,2.09,2.44,0.72
16ed_41b_9ea,36.61,2.02,57.41,95.25,4.91,2.47,2.13,0.72
19ed_41b_9ea,7.72,1.93,72.28,94.89,18.7,2.98,5.13,0.71
16ed_38b_11ea,20.6,6.06,71.13,91.37,8.14,2.47,1.76,0.71
2ed_38b_11ea,17.59,5.44,73.74,91.97,8.54,2.5,1.84,0.71
10ed_38b_7ea,25.71,4.63,67.12,93.04,5.5,2.03,1.88,0.7
3ed_38b_11ea,14.24,4.96,76.32,92.43,9.23,2.48,1.98,0.7
9ed_30b_7ea,61.81,4.38,34.05,93.24,1.94,2.31,0.61,0.68
11ed_30b_7ea,65.54,4.41,30.72,93.35,1.74,2.19,0.56,0.68
6ed_41b_9ea,36.43,3.17,56.66,94.04,5.14,2.42,1.79,0.68
20ed_41b_9ea,26.36,2.91,62.25,94.06,6.9,2.5,2.28,0.68
6ed_38b_11ea,19.48,6.82,71.87,90.7,8.25,2.31,1.81,0.68
16ed_33b_6ea,18.25,2.47,78.63,95.57,2.1,1.62,0.75,0.67
19ed_41b_6ea,11.17,2.2,81.86,95.51,5.58,2.09,2.34,0.67
2ed_38b_7ea,18.66,4.49,74.87,93.46,6.27,1.98,2.12,0.67
7ed_38b_11ea,16.53,5.98,74.27,91.49,8.83,2.35,1.91,0.67
2ed_39b_12ea,38.79,2.39,54.47,94.57,6.44,2.7,1.61,0.67
3ed_38b_7ea,14.77,4.23,78.12,93.69,6.86,1.99,2.31,0.66
16ed_38b_7ea,22.49,4.85,71.45,93.09,5.84,1.94,2.02,0.66
7ed_36b_7ea,30.1,10.8,55.46,83.14,13.63,5.58,4.51,0.65
11ed_41b_6ea,60.09,4.05,36.27,93.67,1.55,2.06,0.63,0.65
6ed_30b_7ea,34.4,3.96,61.07,93.88,3.68,2.06,1.22,0.64
21ed_41b_2ea,6.43,1.55,87.49,96.36,4.8,1.88,2.16,0.64
2ed_41b_9ea,22.34,2.04,64.19,94.77,12.36,2.97,3.56,0.64
17ed_41b_9ea,15.15,2.36,65.08,93.65,18.61,3.81,4.53,0.64
19ed_41b_2ea,12.07,2.25,82.15,95.63,4.45,1.93,2.01,0.64
17ed_41b_2ea,25.27,2.42,70.21,95.47,3.44,1.95,1.54,0.64
14ed_41b_2ea,92.93,2.23,1.43,95.68,0.05,1.91,0.02,0.63
2ed_41b_2ea,30.52,2.12,65.76,95.77,2.73,1.91,1.21,0.63
16ed_41b_2ea,42.76,2.23,54.33,95.67,2.05,1.91,0.9,0.63
2ed_41b_6ea,23.82,1.96,71.31,95.83,3.84,1.99,1.58,0.63
9ed_41b_2ea,53.98,4.64,42.12,93.2,1.64,1.91,0.71,0.63
1ed_41b_2ea,44.88,2.74,52.1,95.17,2.09,1.91,0.91,0.63
17ed_41b_6ea,23.22,2.35,71.25,95.42,4.38,2.05,1.8,0.63
7ed_38b_7ea,17.33,5.17,75.71,92.83,6.48,1.86,2.2,0.62
11ed_41b_2ea,60.76,4.18,35.89,93.73,1.26,1.89,0.54,0.62
21ed_41b_6ea,5.2,1.28,87.29,96.5,6.07,2.01,2.51,0.61
20ed_41b_2ea,29.7,2.91,63.04,94.78,2.54,1.85,1.1,0.61
6ed_38b_7ea,21.18,5.85,72.35,92.22,5.95,1.76,2.04,0.61
5ed_41b_2ea,57.55,3.16,39.57,94.76,1.38,1.87,0.59,0.61
14ed_41b_6ea,92.73,2.17,1.63,95.62,0.07,2.01,0.03,0.61
16ed_41b_6ea,40.57,2.28,55.85,95.51,2.64,1.98,1.08,0.61
1ed_41b_6ea,42.75,2.67,53.61,95.13,2.66,2.01,1.09,0.61
13ed_41b_6ea,46.36,3.61,50.2,94.21,2.54,2,1.03,0.61
10ed_41b_2ea,35.25,3.27,59.14,94.54,2.3,1.84,0.99,0.6
5ed_41b_9ea,49.53,3.07,42.35,92.98,6.65,3.72,1.4,0.6
5ed_41b_6ea,56.1,3.08,40.67,94.74,1.72,1.96,0.7,0.6
13ed_41b_2ea,48.49,3.71,48.67,94.26,1.98,1.85,0.87,0.6
10ed_41b_9ea,29.25,3.24,59.48,93.51,8.27,2.87,2.26,0.59
6ed_41b_2ea,39.7,3.16,56.6,94.76,2.03,1.79,0.87,0.58
10ed_41b_6ea,33.98,3.2,59.93,94.52,2.83,1.92,1.15,0.58
20ed_41b_6ea,28.52,2.84,63.74,94.76,3.12,1.93,1.28,0.58
9ed_41b_6ea,52.8,4.45,43.08,93.42,1.89,1.88,0.76,0.58
13ed_41b_9ea,37.54,3.54,53.35,93.42,8.22,2.86,2.16,0.58
6ed_44b_4ea,25.09,1.95,72.02,95.95,2.27,2.03,0.62,0.58
6ed_39b_1ea,51.21,2.9,46.16,94.79,1.29,1.91,0.3,0.57
6ed_41b_6ea,38.73,3.06,57.1,94.77,2.47,1.88,1.01,0.56
9ed_39b_9ea,80.55,2.65,15.66,95.7,0.47,1.21,0.21,0.56
7ed_44b_4ea,13.97,1.53,82.79,96.4,2.85,1.99,0.78,0.56
7ed_39b_1ea,35.95,2.34,61.13,95.37,1.96,1.85,0.46,0.55
21ed_44b_4ea,3,0.57,93.02,97.41,3.77,1.96,1.03,0.55
3ed_41b_9ea,13.63,3.25,72.3,93.74,12.78,2.61,3.62,0.53
16ed_39b_1ea,55.28,2.44,43.2,95.4,1.2,1.81,0.28,0.53
2ed_39b_1ea,41.9,2.2,56.08,95.65,1.72,1.79,0.41,0.53
9ed_41b_11ea,51.47,4.56,43.68,93.19,2.68,2.01,0.54,0.52
6ed_39b_2ea,49.63,2.81,48.03,95.4,1.08,1.4,0.48,0.52
2ed_39b_2ea,41.74,2.12,56.59,96.12,1.38,1.4,0.62,0.52
3ed_39b_1ea,29.46,1.91,67.77,95.89,2.38,1.77,0.57,0.52
9ed_39b_1ea,81.21,2.71,15.13,95.12,0.3,1.8,0.07,0.52
3ed_41b_6ea,16.47,3.23,77.94,94.62,4.34,1.76,1.78,0.51
16ed_39b_2ea,55.1,2.34,43.61,95.9,0.98,1.41,0.43,0.51
7ed_4b_7ea,28.18,10.11,64.44,86.46,6.58,2.94,1.91,0.5
7ed_41b_2ea,21.03,3.75,74.25,94.28,3.29,1.59,1.42,0.5
7ed_41b_9ea,17.32,3.71,70.35,93.41,10.87,2.49,3.01,0.5
6ed_44b_3ea,25.75,1.9,72.53,97.01,1.07,1.01,0.51,0.5
10ed_44b_3ea,24.9,0.91,71.99,97.97,1.14,1.02,0.53,0.5
13ed_36b_10ea,59.26,15.12,28.02,78.72,12.54,6.12,0.87,0.5
7ed_39b_2ea,34.41,2.34,62.91,96.1,1.73,1.15,0.74,0.49
1ed_36b_10ea,57.39,11.09,29.68,82.85,12.7,5.87,0.9,0.49
7ed_44b_3ea,14.36,1.5,83.91,97.43,1.32,1,0.63,0.49
21ed_44b_3ea,3.1,0.57,95.01,98.37,1.66,1,0.78,0.49
1ed_44b_5ea,18.46,0.75,78.11,98.16,3.23,1,1.54,0.49
3ed_44b_3ea,10.79,1.22,87.58,97.73,1.42,0.99,0.67,0.49
