Name,"CAM-B3LYP/6-311G(d,p)","PBE1PBE/6-311G(d,p)"
7ed_16b_4ea,1.7890331319089727,1.5576674547866094
3ed_16b_4ea,1.8108222528110582,1.5919436579590052
6ed_16b_1ea,1.841479059146425,1.672484528206294
6ed_16b_7ea,1.8651055202115217,1.6723491901997765
6ed_16b_6ea,1.8744943448435067,1.696812657786787
1ed_16b_1ea,1.8759973888127148,1.675444877796822
6ed_16b_10ea,1.8787544947158803,1.6843662610467933
6ed_16b_9ea,1.8897204335051787,1.6902900137096892
7ed_16b_1ea,1.8963384576265554,1.7045097515497722
3ed_16b_7ea,1.899155722075336,1.734067172984041
7ed_16b_6ea,1.902156428319852,1.726005336791053
6ed_16b_11ea,1.9051666319291831,1.7120878607922958
6ed_16b_2ea,1.9146684898127453,1.7450487686923752
7ed_16b_9ea,1.9159702004935615,1.684434903290672
3ed_16b_1ea,1.9233105131800288,1.7396138524935862
7ed_16b_11ea,1.9426551058396182,1.7243971603796855
1ed_16b_6ea,1.9456423053684617,1.7276646567057643
3ed_16b_6ea,1.9467725159862284,1.7787421879409975
6ed_16b_3ea,1.9502630566638277,1.7829878843606077
1ed_16b_11ea,1.951152999209196,1.7270149777958612
TPA2_16b_3ea,1.952443322401871,1.7413239068353155
1ed_16b_10ea,1.9528738094642626,1.7293754066238434
7ed_16b_10ea,1.954813352761856,1.753984318854572
1ed_16b_7ea,1.9551523983119865,1.73263760400384
3ed_16b_10ea,1.9608101868426577,1.7522245595509605
7ed_16b_7ea,1.9642268276979333,1.7785380867146128
3ed_16b_9ea,1.9655033509659972,1.7421067662162864
3ed_16b_11ea,1.9735115133330596,1.7626108799679148
7ed_16b_2ea,1.9825673579941292,1.8121983983301837
1ed_16b_3ea,1.9867922099234574,1.7809136600132538
1ed_16b_2ea,1.9926028508073732,1.779533522850459
3ed_16b_2ea,2.016812377498541,1.8472399393052397
7ed_16b_3ea,2.0212834434567757,1.8410962777945807
TPA2_16b_2ea,2.029354948296202,1.8116688641353322
3ed_16b_3ea,2.0495136591475127,1.879637341302756
6ed_16b_8ea,2.0608907626270248,1.8458925122922296
6ed_1b_4ea,2.12462819604446,1.88983563577503
7ed_16b_8ea,2.130505401974895,1.8871320905482256
6ed_26b_8ea,2.1379622994490046,1.696812657786787
6ed_20b_4ea,2.1504947088281994,1.9281554253730806
1ed_1b_4ea,2.1521743162618514,1.8586476115677557
7ed_1b_4ea,2.1779164908359148,1.9246240051800898
7ed_26b_8ea,2.1785287058054923,1.8064957591780835
6ed_1b_5ea,2.178949803292029,1.8965704930445058
3ed_16b_8ea,2.181518189436196,1.9545360393074434
5ed_20b_4ea,2.183823381161706,1.8582298127640167
1ed_26b_8ea,2.1867117307823305,1.8828339063704151
1ed_26b_9ea,2.1879078148344564,1.8541453026562618
TPA2_16b_1ea,2.197679588213013,1.6222043120101366
6ed_26b_9ea,2.2011125482514036,1.7968102969924042
7ed_26b_9ea,2.202207104014471,1.8642082417124124
7ed_26b_11ea,2.208168024320948,1.8684780213028573
7ed_26b_10ea,2.210254097995487,1.8702252632762635
3ed_1b_4ea,2.210766378536662,1.9694680104468294
6ed_26b_10ea,2.2146358415770897,1.8101085397311518
7ed_1b_5ea,2.215427192755942,1.9369804177912557
3ed_26b_8ea,2.2199884597132415,1.8790676679154845
7ed_20b_4ea,2.2288870887017205,1.9988985944118196
3ed_26b_11ea,2.229528299004672,1.9131914184768923
6ed_1b_1ea,2.253392371260864,1.9878114043883108
1ed_26b_11ea,2.2566731347044993,1.9472005057355073
3ed_1b_5ea,2.256878499640406,1.984217038800231
3ed_20b_4ea,2.2569606560809383,2.0329148699216804
1ed_26b_10ea,2.258275973078053,1.948118260604591
TPA2_1b_1ea,2.2600870392006347,1.8676337531364704
5ed_1b_1ea,2.260622682960381,1.8702816803279458
6ed_20b_5ea,2.2612410490315447,1.9770671631521997
3ed_26b_10ea,2.2634699707161494,1.95438201027224
2ed_20b_4ea,2.2718052729057714,2.054505432950755
5ed_20b_1ea,2.284571280758753,1.906924544116858
1ed_20b_4ea,2.286045415097947,1.985360734677343
7ed_1b_1ea,2.294123612990376,2.0547437430526747
7ed_20b_5ea,2.301789003466481,2.028292719485447
6ed_20b_1ea,2.310753892992114,2.03785950903469
6ed_1b_6ea,2.314549509197424,2.0152063220071312
1ed_1b_5ea,2.3167116696387193,2.000252861752207
3ed_1b_9ea,2.3226567405125373,2.021777789828194
6ed_1b_9ea,2.3245290080560665,2.024517549768042
7ed_1b_7ea,2.3366626228304375,2.085044398206568
TPA2_1b_3ea,2.3370589808462965,1.9429899466576226
6ed_26b_3ea,2.33904278961279,1.89723791128466
3ed_20b_5ea,2.3407206305944843,2.0731571491630914
1ed_1b_1ea,2.3407648168109416,1.976751987210745
6ed_1b_10ea,2.3419584755650518,2.0443438365467452
7ed_26b_3ea,2.343507624087973,1.9590753678133
3ed_1b_1ea,2.3435519155892504,2.113186581327951
5ed_20b_8ea,2.344438097327387,2.02253625741315
6ed_26b_4ea,2.3460349144970736,1.8063641786228304
6ed_26b_1ea,2.3539176773177193,1.782500904272879
7ed_26b_4ea,2.356825792213765,1.84828623776987
7ed_1b_6ea,2.3577220429666084,2.1108483488652934
6ed_1b_7ea,2.3579462121727928,2.026668334952648
7ed_1b_9ea,2.358080734158844,2.0690406535139214
6ed_1b_11ea,2.3625736001856303,2.069420484074479
7ed_1b_10ea,2.3639248004145044,2.083958109067642
6ed_26b_2ea,2.364465713360083,1.9446963820043415
6ed_26b_5ea,2.364646072689083,1.9388581878780835
7ed_20b_1ea,2.366180238636444,2.1338417064883206
1ed_20b_5ea,2.369526196819148,2.0603086384604605
3ed_1b_7ea,2.3738355809354243,2.1302125993084147
TPA2_1b_2ea,2.376565382661431,1.9744542435868735
7ed_26b_1ea,2.382913607735704,1.7830904403920338
5ed_20b_5ea,2.384930190713035,2.04138214124661
7ed_1b_11ea,2.3868582973521746,2.1085152851730657
1ed_20b_9ea,2.388099441602011,2.0388647342191923
7ed_26b_2ea,2.392569035555653,2.052091407767233
7ed_1b_2ea,2.393030769935404,2.156328587179251
3ed_1b_6ea,2.3948794910045548,2.156741145262859
3ed_20b_1ea,2.400628722547438,2.1716610694713188
7ed_26b_6ea,2.405192035801432,2.068902567877581
7ed_26b_5ea,2.405378662019026,2.0684539168236276
1ed_1b_11ea,2.4061254565973185,2.0533147111399703
3ed_1b_10ea,2.4128675333374097,2.140176313117983
7ed_26b_7ea,2.413196236294232,2.0843084012260946
6ed_20b_3ea,2.4134310789572164,2.156141112949797
7ed_1b_3ea,2.415029222041928,2.1827085971790674
3ed_26b_2ea,2.4231938444020718,2.0973525152353236
1ed_20b_8ea,2.435090440393991,2.136083986317706
1ed_26b_3ea,2.4355208965439634,2.0883100711668097
3ed_1b_11ea,2.435951504906153,2.1655549319899197
3ed_26b_6ea,2.4360950748657753,2.1188919431613065
3ed_1b_2ea,2.436286527806016,2.20982081524322
1ed_20b_1ea,2.4379150935993317,2.0520234892060443
1ed_26b_4ea,2.4406982660317453,1.8899796583661206
1ed_1b_2ea,2.4416594546764365,2.0769073329382093
1ed_1b_9ea,2.4463802435682287,2.0917624056299395
2ed_20b_5ea,2.4474425225647454,2.1776869989241994
1ed_1b_10ea,2.4499570348673823,2.092715565553522
1ed_26b_1ea,2.4532530498712597,1.842984385210648
7ed_20b_10ea,2.4537870622896034,2.1744791829152623
1ed_1b_3ea,2.454467050786675,2.091021659090788
6ed_1b_8ea,2.4585061642394037,2.209387702333099
7ed_20b_7ea,2.4592375432498277,2.196861941140649
3ed_1b_3ea,2.459969357544445,2.239271790622895
2ed_20b_1ea,2.4619718739971965,2.1852473460761104
5ed_20b_9ea,2.4668206856534667,2.0824182213035773
1ed_1b_6ea,2.4710483132209964,2.10040780889191
5ed_20b_10ea,2.471590101768842,2.0825231413557064
1ed_26b_2ea,2.4725757807725386,2.1507558088899787
6ed_1b_3ea,2.474105137886686,2.1963949873484276
6ed_9b_1ea,2.4745494992165797,2.0788572191145187
1ed_26b_5ea,2.4751422293453396,2.1591070224398465
6ed_6b_4ea,2.4761801906213,2.0671091304073017
7ed_20b_6ea,2.4766252977099708,2.2218580409206905
6ed_20b_7ea,2.476872648577648,2.1375568937380245
1ed_26b_6ea,2.47880368234733,2.1627598877758887
6ed_20b_6ea,2.4805888494387216,2.1626844461724364
6ed_20b_10ea,2.4813830826411354,2.175738268629682
1ed_26b_7ea,2.4841669085211717,2.174364792834096
6ed_20b_11ea,2.484963434984826,2.179485981047963
6ed_1b_2ea,2.4928065336980643,2.184862307603743
5ed_20b_2ea,2.493057127462761,2.089858688201416
5ed_20b_6ea,2.4932075079067624,2.084343436918909
7ed_20b_9ea,2.4991872663201953,2.2086793382092345
6ed_8b_1ea,2.5012541685475105,2.0710449686126102
7ed_1b_8ea,2.5014560006000046,2.23801890419346
1ed_20b_3ea,2.5100132667856125,2.1448778005559888
3ed_20b_2ea,2.512047230779604,2.282174612687135
6ed_20b_8ea,2.5239609071168316,2.2955251102547822
5ed_20b_3ea,2.5240636596116763,2.117155413371285
7ed_6b_4ea,2.526583711759706,2.1857866279877105
7ed_20b_11ea,2.5284899452650396,2.253187640247539
5ed_20b_11ea,2.532311054500844,2.139806992454448
3ed_20b_3ea,2.534381331488602,2.3127795468757406
7ed_20b_2ea,2.5363512325010293,2.267443366901509
7ed_20b_3ea,2.5369739428717564,2.304612497086569
2ed_20b_6ea,2.541289408651531,2.2322173790412747
2ed_20b_11ea,2.5416540350040546,2.2506520629048516
1ed_1b_7ea,2.5422793522448552,2.1739454654840165
2ed_20b_3ea,2.5506464137764646,2.2957801119333263
6ed_20b_2ea,2.556272685036341,2.2372920649130847
3ed_20b_10ea,2.5572743386282006,2.28853469549015
3ed_20b_9ea,2.5599668732347087,2.2771453962196135
1ed_20b_6ea,2.5605483595048804,2.1940631928257988
6ed_9b_3ea,2.563194811702727,2.347945076985208
3ed_1b_8ea,2.5662715578911572,2.3182709281659966
5ed_20b_7ea,2.5692492262342337,2.178873228004618
7ed_8b_1ea,2.572607373563129,2.216021077377633
2ed_20b_10ea,2.575332310239939,2.2766436934186984
1ed_20b_10ea,2.576188382310324,2.220226954444813
1ed_6b_4ea,2.576402489263081,2.1532207301129196
2ed_20b_8ea,2.5820893198205614,2.371066703744819
2ed_6b_4ea,2.582519533598726,2.200097148839496
5ed_8b_1ea,2.5837033610264584,1.964009050395065
1ed_20b_11ea,2.5926709893102817,2.232699690405539
3ed_9b_1ea,2.596960614177407,2.291198732552528
7ed_20b_8ea,2.6003371095445793,2.3495911966981113
1ed_22b_4ea,2.6016464983790613,2.0105338533561867
3ed_6b_4ea,2.6033397452445426,2.274430481222011
6ed_6b_9ea,2.607993846080487,2.082033604878399
6ed_25b_4ea,2.608816885942707,1.88914463276978
6ed_9b_2ea,2.6161924890972594,2.382730451100917
6ed_4b_1ea,2.6164132974435637,2.1713568460213777
6ed_22b_5ea,2.621335942113623,2.1281287076002338
6ed_4b_3ea,2.628058313497294,2.243769459426441
2ed_9b_1ea,2.6293400213261835,2.2137660079935517
3ed_20b_11ea,2.629395776113633,2.3445267523633047
6ed_22b_4ea,2.63134868444408,2.135311522201147
1ed_20b_2ea,2.632801295293703,2.2596340003962174
7ed_22b_4ea,2.633304495864062,2.1771134806823307
6ed_4b_2ea,2.6381225752769573,2.2442973956261936
6ed_10b_1ea,2.644310993234445,2.094942987088069
2ed_8b_1ea,2.6463426042158655,2.202559156732794
5ed_15b_3ea,2.655182445895009,2.0575736398530293
6ed_8b_3ea,2.658085217700811,2.3419142442725467
1ed_8b_1ea,2.6632804700647097,2.095899048488799
5ed_3b_1ea,2.6634520879315837,1.9103912523224071
6ed_25b_8ea,2.669242824362131,1.973982765903224
1ed_20b_7ea,2.6694152115246452,2.309333744403442
TPA2_8b_1ea,2.6702199794509416,2.0603428719550516
1ed_25b_4ea,2.6729252528667806,2.0157960042550123
6ed_24b_4ea,2.672982871432266,1.918430524873798
5ed_4b_3ea,2.673847448102271,2.0056234497742507
2ed_9b_3ea,2.675924715806185,2.4589449394333074
6ed_6b_1ea,2.677137946494728,2.1014400902561188
5ed_9b_1ea,2.6773691627961917,2.083082893573384
TPA2_9b_1ea,2.679220332002567,2.1266322872632024
5ed_15b_1ea,2.680552441811168,1.9922506933651905
TPA2_4b_3ea,2.681016094911306,2.0064672395751266
7ed_9b_1ea,2.683046464552164,2.296673064135556
5ed_8b_3ea,2.6887478946559438,2.1615911340668146
2ed_20b_7ea,2.690031139485917,2.347633908361438
6ed_3b_1ea,2.6930106505753684,1.9265676771707787
7ed_9b_2ea,2.693537131934634,2.541289408651531
6ed_22b_10ea,2.6936541557488556,2.1850933144030242
6ed_17b_4ea,2.696114006908654,2.400628722547438
6ed_21b_4ea,2.7006354221004645,2.264131236068122
6ed_15b_1ea,2.7023422265122874,2.293232641769175
TPA2_15b_3ea,2.7061166122330502,2.092256528291817
7ed_10b_1ea,2.710316176821115,2.2394740004649236
1ed_25b_8ea,2.7108494470233664,2.080217339759815
6ed_8b_2ea,2.71167939568192,2.375245195014708
1ed_9b_1ea,2.7164912350371946,2.227085660507612
5ed_21b_4ea,2.7209021878248705,2.0433332026982423
7ed_9b_3ea,2.7217383043030536,2.541185248908575
6ed_2b_1ea,2.724010355786183,2.052363126977769
TPA2_10b_1ea,2.7261063933021767,2.1391056342420445
6ed_22b_8ea,2.7270056828691436,2.274972946203039
5ed_15b_2ea,2.7299475013372994,2.117046974761709
5ed_8b_2ea,2.730488525438593,2.1901491673126947
TPA2_4b_1ea,2.731992495940399,1.9522281500345233
7ed_25b_4ea,2.732594548145419,2.2341478758556956
6ed_24b_8ea,2.733317361145854,2.025741282848834
7ed_6b_1ea,2.7339199974808803,2.2300896607331047
6ed_22b_3ea,2.734221415310419,2.229207647743691
5ed_4b_1ea,2.734462597431866,1.9692177961495785
1ed_21b_8ea,2.7347038221057898,2.1572289174813037
TPA2_15b_1ea,2.7356691465515657,2.0663857386638917
3ed_25b_4ea,2.7360313189413916,2.2410524914739085
5ed_10b_1ea,2.7364539746158543,2.0807060224136724
TPA2_3b_1ea,2.7366955507778155,1.9474757413893518
TPA2_8b_3ea,2.7367559514829907,2.2310125117981796
1ed_22b_5ea,2.7377831715477967,2.106688335129847
2ed_4b_3ea,2.7406271500882493,2.3934464832794706
2ed_20b_2ea,2.7412936155489858,2.420733941233461
1ed_17b_4ea,2.74414489578292,2.265868897318279
3ed_20b_6ea,2.7454815765690874,2.447877357188543
1ed_24b_4ea,2.7489508602851562,2.0941646187553675
6ed_6b_8ea,2.749560410788568,2.4841171425715247
3ed_9b_2ea,2.750170231674566,2.609310959255562
2ed_4b_2ea,2.7503532306918665,2.388605463096774
7ed_8b_3ea,2.751940242920234,2.4890536634498135
7ed_3b_1ea,2.7524289229038827,2.068246912728806
2ed_4b_1ea,2.752612222645685,2.3392192911721184
7ed_6b_9ea,2.7529788953808185,2.2771872147676495
2ed_9b_2ea,2.7536513825085565,2.5219589042821107
TPA2_9b_3ea,2.7539571670977394,2.3912771267137756
TPA2_4b_2ea,2.7573252853114854,2.0555612261412177
7ed_22b_9ea,2.757877216443726,2.2481629452052876
2ed_8b_3ea,2.7585520990799495,2.460799273779377
5ed_21b_8ea,2.7592273120993065,2.156703633459306
6ed_22b_1ea,2.7602100304011845,2.221022307106266
TPA2_6b_1ea,2.7611319647674817,2.134355911763823
6ed_24b_9ea,2.761746929903624,2.1117470564168803
5ed_9b_3ea,2.7627314441045123,2.322221761629732
7ed_22b_10ea,2.7640246847163037,2.256467807139607
5ed_4b_2ea,2.764209532217455,2.0664890493416017
2ed_10b_1ea,2.765010823835856,2.255072569984593
6ed_22b_6ea,2.765134140704282,2.2289271535400994
1ed_21b_4ea,2.7658742729689245,2.124191441640134
6ed_15b_3ea,2.766429632236638,2.422909754303467
1ed_10b_1ea,2.7666148015560648,2.2092696100939446
6ed_3b_3ea,2.7679116811925,2.1661223758536607
1ed_8b_3ea,2.770075851258664,2.3103233605183857
1ed_6b_9ea,2.7734215031479046,2.311141509435499
3ed_22b_5ea,2.77366965073464,2.2870573500635
1ed_15b_3ea,2.7755321740026595,2.1810193725286315
7ed_2b_1ea,2.7769618033669143,2.209938966418514
6ed_15b_2ea,2.777583840820349,2.4270355915081483
6ed_22b_7ea,2.7788910269764426,2.23049080649979
1ed_22b_9ea,2.784132098561741,2.1458799931771706
3ed_24b_4ea,2.784507217410914,2.3193116004366083
3ed_8b_1ea,2.785758343946415,2.384471576750242
7ed_17b_4ea,2.7870105952922506,2.4981802604106456
3ed_25b_8ea,2.7871985301027857,2.3614487793895034
7ed_22b_11ea,2.7881385844705404,2.2847396570254603
3ed_9b_3ea,2.788514783793803,2.6068972670761217
1ed_6b_1ea,2.789455726401881,2.219948715572673
3ed_10b_1ea,2.7910253760183403,2.3213522924488985
TPA2_15b_2ea,2.7925339024804705,2.1999019871153327
5ed_9b_2ea,2.7927225829540507,2.4259909495772662
7ed_21b_4ea,2.7933517020509298,2.3776134720101014
7ed_8b_2ea,2.794799752203003,2.510928142834578
1ed_9b_3ea,2.7956819093146685,2.4330359149562018
7ed_4b_1ea,2.7963754235334286,2.4267980938966422
1ed_3b_1ea,2.7977003611241105,2.117770108719477
7ed_4b_2ea,2.798205429564987,2.45612002150582
7ed_22b_2ea,2.8004804960870597,2.3214392100672625
7ed_25b_8ea,2.8007335096386776,2.2558520485690368
1ed_22b_10ea,2.801682717769105,2.1673339172171153
1ed_22b_11ea,2.802949329906707,2.151128918981035
1ed_15b_1ea,2.8030126905769435,2.1445068556214384
3ed_8b_3ea,2.8064384258044277,2.563936798911209
3ed_6b_1ea,2.806756047120641,2.3320045023929965
TPA2_8b_2ea,2.810445715322473,2.328719865642706
1ed_8b_2ea,2.8111465746031015,2.338954548820953
7ed_4b_3ea,2.8125493423548997,2.47771401122453
1ed_4b_3ea,2.8131874269645363,2.1639676696405505
5ed_21b_5ea,2.8132512513497474,2.1395116276850565
6ed_17b_9ea,2.814528347498532,2.341781560418931
TPA2_9b_2ea,2.815614791229401,2.4711960501762293
2ed_15b_1ea,2.8180463480237905,2.4514100667367065
1ed_24b_8ea,2.818751003744921,2.203146161465146
5ed_11b_1ea,2.8197765868275795,2.1652902265832474
7ed_24b_4ea,2.819904837189703,2.325444468723493
3ed_3b_1ea,2.8200972346086606,2.197329093523937
3ed_22b_4ea,2.820289658283322,2.3754727089222762
6ed_23b_4ea,2.820802916484516,2.168698522233465
6ed_13b_1ea,2.8221511085106927,2.221778420127624
2ed_3b_1ea,2.825752595728153,2.158205124110048
5ed_21b_11ea,2.8271055244007846,2.1751657762334946
2ed_6b_8ea,2.828137197074759,2.5494926785316285
5ed_2b_1ea,2.828459749218587,2.0176984412546024
5ed_21b_1ea,2.8289759857123293,2.056618105016218
7ed_22b_7ea,2.8290405285241684,2.312822684480599
2ed_8b_2ea,2.829879853159497,2.505853920575192
7ed_22b_1ea,2.830784298368706,2.328719865642706
TPA2_2b_1ea,2.8327890573125627,2.0265358469919397
7ed_24b_8ea,2.833565855573292,2.382272682671665
3ed_20b_7ea,2.8338248830071264,2.497475838987771
5ed_21b_10ea,2.8347966578058346,2.1766930925929544
7ed_3b_3ea,2.83784587265689,2.3086887992132343
1ed_6b_8ea,2.839080396687948,2.4241886845954688
3ed_4b_1ea,2.8394054499723573,2.5001950843967826
3ed_17b_4ea,2.8398606496368366,2.5761348611323145
6ed_2b_3ea,2.8404461208508263,2.3548564370500182
7ed_25b_9ea,2.8452038778794644,2.404818870231422
3ed_22b_9ea,2.8463141376275183,2.355035333328449
6ed_6b_5ea,2.8478176336811085,2.4811348301367193
1ed_25b_1ea,2.8480138589711026,2.1056508924543262
3ed_4b_2ea,2.849257247374605,2.534174151473357
1ed_21b_5ea,2.8533221824691157,2.2498761731273875
5ed_3b_3ea,2.853978903649024,2.172536186939218
TPA2_3b_3ea,2.8540445923940156,2.183900304791258
3ed_22b_10ea,2.8545044982905807,2.3702508918234315
5ed_21b_2ea,2.8555562685552416,2.1763874577576625
6ed_24b_1ea,2.856674624040888,1.993467765312651
6ed_3b_2ea,2.8572670493051016,2.313297304362495
1ed_15b_2ea,2.8577279944168796,2.2657446902087197
7ed_22b_8ea,2.857859720337939,2.406825997782275
6ed_25b_1ea,2.8588480519606865,2.0253442343810075
7ed_22b_5ea,2.8596392095784977,2.3479895363795955
3ed_24b_8ea,2.8596392095784977,2.5262233962665337
2ed_15b_3ea,2.859771111756061,2.561659203523175
6ed_22b_2ea,2.8605627804222293,2.3233530457691036
3ed_4b_3ea,2.8633370758265095,2.559914023942336
1ed_24b_9ea,2.863535445713757,2.3546328549189703
TPA2_11b_1ea,2.865454439287859,2.2413765595817803
1ed_4b_1ea,2.868304582492721,2.1529216509087923
7ed_17b_9ea,2.871625840201543,2.4421403329540685
6ed_11b_1ea,2.8718253602701105,2.3067990364576185
6ed_7b_1ea,2.8719583890527796,2.364420627826688
2ed_2b_1ea,2.8734225194823844,2.259139983343223
7ed_25b_1ea,2.873888692278555,2.258317101437729
3ed_8b_2ea,2.8741551446525007,2.6045427420391696
2ed_15b_2ea,2.8746881976525516,2.5645200902908427
6ed_21b_5ea,2.8748214917984565,2.4049587937498607
7ed_23b_4ea,2.877690308789576,2.3059839585989774
1ed_9b_2ea,2.8793608592997293,2.5475546576353456
1ed_4b_2ea,2.8793608592997293,2.2332626504888484
7ed_24b_9ea,2.884182899675362,2.455730886951773
6ed_21b_1ea,2.884585465506847,2.2841925248819734
3ed_2b_1ea,2.8850552676999257,2.3299450470827288
1ed_25b_5ea,2.887204885110897,2.4347557463477156
